Valve Characterization 11/03/19 12:20 PM
STEPPER MOTOR POSITION(STEPS FROM CLOSED) , PRESSURE TRANSDUCER READING (RAW)
12:19:11.013 -> 0,329
12:19:11.099 -> 0,329
12:19:11.099 -> 0,330
12:19:11.099 -> 0,329
12:19:11.099 -> 0,329
12:19:11.173 -> 0,329
12:19:11.173 -> 0,329
12:19:11.173 -> 0,330
12:19:11.173 -> 0,329
12:19:11.173 -> 0,329
12:19:11.289 -> 0,330
12:19:11.289 -> 0,330
12:19:11.289 -> 0,329
12:19:11.289 -> 0,330
12:19:11.289 -> 0,330
12:19:11.364 -> 0,329
12:19:11.364 -> 0,330
12:19:11.364 -> 0,330
12:19:11.364 -> 0,329
12:19:11.484 -> 0,330
12:19:11.484 -> 0,330
12:19:11.484 -> 0,329
12:19:11.484 -> 0,329
12:19:11.484 -> 0,329
12:19:11.563 -> 0,329
12:19:11.563 -> 0,329
12:19:11.563 -> 0,330
12:19:11.563 -> 0,329
12:19:11.644 -> 0,330
12:19:11.644 -> 0,329
12:19:11.644 -> 0,329
12:19:11.644 -> 0,329
12:19:11.644 -> 0,330
12:19:11.725 -> 0,329
12:19:11.725 -> 0,329
12:19:11.725 -> 0,329
12:19:11.725 -> 0,330
12:19:11.850 -> 0,329
12:19:11.850 -> 0,329
12:19:11.850 -> 0,330
12:19:11.850 -> 0,330
12:19:11.850 -> 0,329
12:19:11.932 -> 0,329
12:19:11.932 -> 0,329
12:19:11.932 -> 0,329
12:19:11.932 -> 0,328
12:19:11.932 -> 0,329
12:19:12.011 -> 0,329
12:19:12.011 -> 0,329
12:19:12.011 -> 0,329
12:19:12.011 -> 0,329
12:19:12.120 -> 0,329
12:19:12.120 -> 0,329
12:19:12.120 -> 0,329
12:19:12.120 -> 0,329
12:19:12.120 -> 0,329
12:19:12.188 -> 0,328
12:19:12.188 -> 0,329
12:19:12.188 -> 0,329
12:19:12.188 -> 0,329
12:19:12.301 -> 0,328
12:19:12.301 -> 0,328
12:19:12.301 -> 0,328
12:19:12.301 -> 0,329
12:19:12.301 -> 0,328
12:19:12.375 -> 0,329
12:19:12.375 -> 0,328
12:19:12.375 -> 0,328
12:19:12.375 -> 0,329
12:19:12.452 -> 0,328
12:19:12.452 -> 0,329
12:19:12.452 -> 0,328
12:19:12.452 -> 0,329
12:19:12.452 -> 0,329
12:19:12.568 -> 0,329
12:19:12.568 -> 0,329
12:19:12.568 -> 0,329
12:19:12.568 -> 0,329
12:19:12.568 -> 0,330
12:19:12.642 -> 0,329
12:19:12.642 -> 0,329
12:19:12.642 -> 0,329
12:19:12.642 -> 0,328
12:19:12.761 -> 0,329
12:19:12.761 -> 0,329
12:19:12.761 -> 0,329
12:19:12.761 -> 0,330
12:19:12.761 -> 0,329
12:19:12.844 -> 0,329
12:19:12.844 -> 0,329
12:19:12.844 -> 0,329
12:19:12.844 -> 0,329
12:19:12.924 -> 0,329
12:19:12.924 -> 0,329
12:19:12.924 -> 0,328
12:19:12.924 -> 0,329
12:19:12.924 -> 0,329
12:19:13.002 -> 0,329
12:19:13.002 -> 0,329
12:19:13.002 -> 0,329
12:19:13.002 -> 0,329
12:19:13.122 -> 0,329
12:19:13.122 -> 0,329
12:19:13.122 -> 0,329
12:19:13.122 -> 0,330
12:19:13.122 -> 0,329
12:19:13.193 -> 0,328
12:19:13.193 -> 0,329
12:19:13.193 -> 0,329
12:19:13.193 -> 0,329
12:19:13.193 -> 0,329
12:19:13.303 -> 0,329
12:19:13.303 -> 0,328
12:19:13.303 -> 0,328
12:19:13.303 -> 0,329
12:19:13.379 -> 0,329
12:19:13.379 -> 0,330
12:19:13.379 -> 0,330
12:19:13.379 -> 0,329
12:19:13.379 -> 0,330
12:19:13.460 -> 0,329
12:19:13.460 -> 0,329
12:19:13.460 -> 0,329
12:19:13.460 -> 0,329
12:19:13.570 -> 0,329
12:19:13.570 -> 0,329
12:19:13.570 -> 0,330
12:19:13.570 -> 0,328
12:19:13.570 -> 0,329
12:19:13.646 -> 0,329
12:19:13.646 -> 0,329
12:19:13.646 -> 0,329
12:19:13.646 -> 0,329
12:19:13.754 -> 0,328
12:19:13.754 -> 0,328
12:19:13.754 -> 0,328
12:19:13.754 -> 0,328
12:19:13.754 -> 0,329
12:19:13.837 -> 0,329
12:19:13.837 -> 0,329
12:19:13.837 -> 0,329
12:19:13.837 -> 0,328
12:19:13.837 -> 0,330
12:19:13.955 -> 0,328
12:19:13.955 -> 0,329
12:19:13.955 -> 0,329
12:19:13.955 -> 0,328
12:19:14.038 -> 0,329
12:19:14.038 -> 0,328
12:19:14.038 -> 0,329
12:19:14.038 -> 0,329
12:19:14.038 -> 0,329
12:19:14.108 -> 0,329
12:19:14.108 -> 0,328
12:19:14.108 -> 0,329
12:19:14.108 -> 0,329
12:19:14.220 -> 0,328
12:19:14.220 -> 0,328
12:19:14.220 -> 0,329
12:19:14.220 -> 0,329
12:19:14.220 -> 0,329
12:19:14.290 -> 0,328
12:19:14.290 -> 0,329
12:19:14.290 -> 0,329
12:19:14.290 -> 0,329
12:19:14.410 -> 0,328
12:19:14.410 -> 0,329
12:19:14.410 -> 0,328
12:19:14.410 -> 0,329
12:19:14.410 -> 0,328
12:19:14.489 -> 0,329
12:19:14.489 -> 0,329
12:19:14.489 -> 0,329
12:19:14.489 -> 0,328
12:19:14.489 -> 0,328
12:19:14.558 -> 0,328
12:19:14.558 -> 0,328
12:19:14.558 -> 0,328
12:19:14.558 -> 0,329
12:19:14.674 -> 0,328
12:19:14.674 -> 0,328
12:19:14.674 -> 0,328
12:19:14.674 -> 0,328
12:19:14.674 -> 0,328
12:19:14.756 -> 0,328
12:19:14.756 -> 0,328
12:19:14.756 -> 0,329
12:19:14.756 -> 0,330
12:19:14.863 -> 0,327
12:19:14.863 -> 0,329
12:19:14.863 -> 0,329
12:19:14.863 -> 0,329
12:19:14.863 -> 0,329
12:19:14.944 -> 0,329
12:19:14.944 -> 0,328
12:19:14.944 -> 0,328
12:19:14.944 -> 0,328
12:19:15.023 -> 0,329
12:19:15.023 -> 0,328
12:19:15.023 -> 0,329
12:19:15.023 -> 0,329
12:19:15.023 -> 0,329
12:19:15.136 -> 0,329
12:19:15.136 -> 0,329
12:19:15.136 -> 0,329
12:19:15.136 -> 0,330
12:19:15.136 -> 0,329
12:19:15.209 -> 0,329
12:19:15.209 -> 0,328
12:19:15.209 -> 0,328
12:19:15.209 -> 0,328
12:19:15.323 -> 0,328
12:19:15.323 -> 0,328
12:19:15.323 -> 0,328
12:19:15.323 -> 0,328
12:19:15.323 -> 0,328
12:19:15.393 -> 0,328
12:19:15.393 -> 0,328
12:19:15.393 -> 0,328
12:19:15.393 -> 0,329
12:19:15.475 -> 0,328
12:19:15.475 -> 0,329
12:19:15.475 -> 0,328
12:19:15.475 -> 0,329
12:19:15.475 -> 0,328
12:19:15.582 -> 0,328
12:19:15.582 -> 0,328
12:19:15.582 -> 0,329
12:19:15.582 -> 0,328
12:19:15.657 -> 0,328
12:19:15.657 -> 0,327
12:19:15.657 -> 0,327
12:19:15.657 -> 0,328
12:19:15.657 -> 0,328
12:19:15.774 -> 0,328
12:19:15.774 -> 0,329
12:19:15.774 -> 0,329
12:19:15.774 -> 0,328
12:19:15.774 -> 0,328
12:19:15.854 -> 0,328
12:19:15.854 -> 0,327
12:19:15.854 -> 0,328
12:19:15.854 -> 0,328
12:19:15.970 -> 0,328
12:19:15.970 -> 0,328
12:19:15.970 -> 0,328
12:19:15.970 -> 0,328
12:19:15.970 -> 0,329
12:19:16.041 -> 0,328
12:19:16.041 -> 0,328
12:19:16.041 -> 0,328
12:19:16.041 -> 0,328
12:19:16.118 -> 0,328
12:19:16.118 -> 0,328
12:19:16.118 -> 0,329
12:19:16.118 -> 0,328
12:19:16.118 -> 0,328
12:19:16.233 -> 0,328
12:19:16.233 -> 0,328
12:19:16.233 -> 0,328
12:19:16.233 -> 0,329
12:19:16.308 -> 0,328
12:19:16.308 -> 0,328
12:19:16.308 -> 0,328
12:19:16.308 -> 0,328
12:19:16.308 -> 0,327
12:19:16.420 -> 0,328
12:19:16.420 -> 0,328
12:19:16.420 -> 0,328
12:19:16.420 -> 0,328
12:19:16.420 -> 0,328
12:19:16.494 -> 0,327
12:19:16.494 -> 0,328
12:19:16.494 -> 0,329
12:19:16.494 -> 0,328
12:19:16.603 -> 0,328
12:19:16.603 -> 0,327
12:19:16.603 -> 0,328
12:19:16.603 -> 0,328
12:19:16.603 -> 0,328
12:19:16.684 -> 0,328
12:19:16.684 -> 0,328
12:19:16.684 -> 0,329
12:19:16.684 -> 0,328
12:19:16.759 -> 0,328
12:19:16.759 -> 0,328
12:19:16.759 -> 0,327
12:19:16.759 -> 0,328
12:19:16.759 -> 0,329
12:19:16.838 -> 0,328
12:19:16.838 -> 0,327
12:19:16.838 -> 0,328
12:19:16.838 -> 0,328
12:19:16.948 -> 0,329
12:19:16.948 -> 0,328
12:19:16.948 -> 0,328
12:19:16.948 -> 0,329
12:19:16.948 -> 0,328
12:19:17.064 -> 0,328
12:19:17.064 -> 0,328
12:19:17.064 -> 0,328
12:19:17.064 -> 0,328
12:19:17.064 -> 0,328
12:19:17.145 -> 0,328
12:19:17.145 -> 0,328
12:19:17.145 -> 0,328
12:19:17.145 -> 0,328
12:19:17.221 -> 0,329
12:19:17.221 -> 0,328
12:19:17.221 -> 0,328
12:19:17.221 -> 0,329
12:19:17.221 -> 0,328
12:19:17.295 -> 0,328
12:19:17.295 -> 0,328
12:19:17.295 -> 0,328
12:19:17.295 -> 0,328
12:19:17.412 -> 0,328
12:19:17.412 -> 0,328
12:19:17.412 -> 0,328
12:19:17.412 -> 0,327
12:19:17.412 -> 0,329
12:19:17.486 -> 0,327
12:19:17.486 -> 0,329
12:19:17.486 -> 0,328
12:19:17.486 -> 0,328
12:19:17.597 -> 0,328
12:19:17.597 -> 0,328
12:19:17.597 -> 0,328
12:19:17.597 -> 0,328
12:19:17.597 -> 0,328
12:19:17.687 -> 0,328
12:19:17.687 -> 0,328
12:19:17.687 -> 0,328
12:19:17.687 -> 0,328
12:19:17.687 -> 0,328
12:19:17.770 -> 0,328
12:19:17.770 -> 0,327
12:19:17.770 -> 0,328
12:19:17.770 -> 0,328
12:19:17.884 -> 0,328
12:19:17.884 -> 0,329
12:19:17.884 -> 0,328
12:19:17.884 -> 0,328
12:19:17.884 -> 0,328
12:19:17.963 -> 0,328
12:19:17.963 -> 0,328
12:19:17.963 -> 0,328
12:19:17.963 -> 0,328
12:19:18.037 -> 0,328
12:19:18.037 -> 0,327
12:19:18.037 -> 0,328
12:19:18.037 -> 0,327
12:19:18.037 -> 0,328
12:19:18.151 -> 0,327
12:19:18.151 -> 0,328
12:19:18.151 -> 0,328
12:19:18.151 -> 0,327
12:19:18.231 -> 0,327
12:19:18.231 -> 0,328
12:19:18.231 -> 0,327
12:19:18.231 -> 0,327
12:19:18.231 -> 0,328
12:19:18.339 -> 0,328
12:19:18.339 -> 0,327
12:19:18.339 -> 0,328
12:19:18.339 -> 0,327
12:19:18.339 -> 0,328
12:19:18.415 -> 0,328
12:19:18.415 -> 0,327
12:19:18.415 -> 0,327
12:19:18.415 -> 0,328
12:19:18.531 -> 0,327
12:19:18.531 -> 0,327
12:19:18.531 -> 0,327
12:19:18.531 -> 0,327
12:19:18.531 -> 0,327
12:19:18.608 -> 0,328
12:19:18.608 -> 0,328
12:19:18.608 -> 0,327
12:19:18.608 -> 0,328
12:19:18.687 -> 0,328
12:19:18.687 -> 0,327
12:19:18.687 -> 0,328
12:19:18.687 -> 0,327
12:19:18.687 -> 0,328
12:19:18.764 -> 0,327
12:19:18.764 -> 0,328
12:19:18.764 -> 0,327
12:19:18.764 -> 0,329
12:19:18.884 -> 0,328
12:19:18.884 -> 0,327
12:19:18.884 -> 0,327
12:19:18.884 -> 0,327
12:19:18.884 -> 0,328
12:19:18.955 -> 0,329
12:19:18.955 -> 0,327
12:19:18.955 -> 0,327
12:19:18.955 -> 0,327
12:19:18.955 -> 0,328
12:19:19.065 -> 0,328
12:19:19.065 -> 0,328
12:19:19.065 -> 0,327
12:19:19.065 -> 0,327
12:19:19.141 -> 0,328
12:19:19.141 -> 0,328
12:19:19.141 -> 0,327
12:19:19.141 -> 0,329
12:19:19.141 -> 0,327
12:19:19.221 -> 0,327
12:19:19.221 -> 0,327
12:19:19.221 -> 0,327
12:19:19.221 -> 0,328
12:19:19.336 -> 0,327
12:19:19.336 -> 0,327
12:19:19.336 -> 0,328
12:19:19.336 -> 0,327
12:19:19.336 -> 0,327
12:19:19.410 -> 0,327
12:19:19.410 -> 0,327
12:19:19.410 -> 0,327
12:19:19.410 -> 0,327
12:19:19.492 -> 0,328
12:19:19.492 -> 0,326
12:19:19.492 -> 0,327
12:19:19.492 -> 0,328
12:19:19.492 -> 0,327
12:19:19.608 -> 0,327
12:19:19.608 -> 0,328
12:19:19.608 -> 0,327
12:19:19.608 -> 0,327
12:19:19.608 -> 0,328
12:19:19.693 -> 0,327
12:19:19.693 -> 0,327
12:19:19.693 -> 0,327
12:19:19.693 -> 0,327
12:19:19.803 -> 0,327
12:19:19.803 -> 0,327
12:19:19.803 -> 0,328
12:19:19.803 -> 0,327
12:19:19.803 -> 0,327
12:19:19.885 -> 0,328
12:19:19.885 -> 0,327
12:19:19.885 -> 0,327
12:19:19.885 -> 0,328
12:19:19.969 -> 0,327
12:19:19.969 -> 0,327
12:19:19.969 -> 0,328
12:19:19.969 -> 0,327
12:19:19.969 -> 0,326
12:19:20.037 -> 0,328
12:19:20.037 -> 0,327
12:19:20.037 -> 0,327
12:19:20.037 -> 0,328
12:19:20.141 -> 0,327
12:19:20.141 -> 0,327
12:19:20.141 -> 0,327
12:19:20.141 -> 0,327
12:19:20.141 -> 0,327
12:19:20.253 -> 0,327
12:19:20.253 -> 0,327
12:19:20.253 -> 0,327
12:19:20.253 -> 0,327
12:19:20.253 -> 0,326
12:19:20.334 -> 0,327
12:19:20.334 -> 0,327
12:19:20.334 -> 0,327
12:19:20.334 -> 0,327
12:19:20.410 -> 0,328
12:19:20.410 -> 0,327
12:19:20.410 -> 0,327
12:19:20.410 -> 0,327
12:19:20.410 -> 0,327
12:19:20.535 -> 0,328
12:19:20.535 -> 0,328
12:19:20.535 -> 0,327
12:19:20.535 -> 0,327
12:19:20.614 -> 0,327
12:19:20.614 -> 0,328
12:19:20.614 -> 0,328
12:19:20.614 -> 0,327
12:19:20.614 -> 0,327
12:19:20.694 -> 0,327
12:19:20.694 -> 0,327
12:19:20.694 -> 0,328
12:19:20.694 -> 0,327
12:19:20.809 -> 0,328
12:19:20.809 -> 0,328
12:19:20.809 -> 0,328
12:19:20.809 -> 0,328
12:19:20.809 -> 0,328
12:19:20.886 -> 0,327
12:19:20.886 -> 0,328
12:19:20.886 -> 0,328
12:19:20.886 -> 0,328
12:19:20.886 -> 0,327
12:19:20.959 -> 0,327
12:19:20.959 -> 0,327
12:19:20.959 -> 0,327
12:19:20.959 -> 0,327
12:19:21.070 -> 0,327
12:19:21.070 -> 0,327
12:19:21.070 -> 0,327
12:19:21.070 -> 0,327
12:19:21.070 -> 0,327
12:19:21.148 -> 0,326
12:19:21.148 -> 0,327
12:19:21.148 -> 0,326
12:19:21.148 -> 0,327
12:19:21.259 -> 0,327
12:19:21.259 -> 0,327
12:19:21.259 -> 0,327
12:19:21.259 -> 0,327
12:19:21.259 -> 0,326
12:19:21.330 -> 0,327
12:19:21.330 -> 0,326
12:19:21.330 -> 0,326
12:19:21.330 -> 0,327
12:19:21.447 -> 0,327
12:19:21.447 -> 0,327
12:19:21.447 -> 0,327
12:19:21.447 -> 0,327
12:19:21.447 -> 0,327
12:19:21.531 -> 0,328
12:19:21.531 -> 0,327
12:19:21.531 -> 0,327
12:19:21.531 -> 0,327
12:19:21.531 -> 0,327
12:19:21.614 -> 0,327
12:19:21.614 -> 0,327
12:19:21.614 -> 0,328
12:19:21.614 -> 0,327
12:19:21.695 -> 0,327
12:19:21.695 -> 0,327
12:19:21.695 -> 0,326
12:19:21.695 -> 0,327
12:19:21.695 -> 0,326
12:19:21.805 -> 0,327
12:19:21.805 -> 0,328
12:19:21.805 -> 0,327
12:19:21.805 -> 0,327
12:19:21.872 -> 0,327
12:19:21.872 -> 0,326
12:19:21.872 -> 0,327
12:19:21.872 -> 0,327
12:19:21.872 -> 0,327
12:19:21.988 -> 0,327
12:19:21.988 -> 0,327
12:19:21.988 -> 0,326
12:19:21.988 -> 0,327
12:19:22.069 -> 0,326
12:19:22.069 -> 0,326
12:19:22.069 -> 0,327
12:19:22.069 -> 0,327
12:19:22.069 -> 0,327
12:19:22.190 -> 0,327
12:19:22.190 -> 0,326
12:19:22.190 -> 0,327
12:19:22.190 -> 0,327
12:19:22.190 -> 0,327
12:19:22.273 -> 0,327
12:19:22.273 -> 0,327
12:19:22.273 -> 0,327
12:19:22.273 -> 0,326
12:19:22.347 -> 0,327
12:19:22.347 -> 0,327
12:19:22.347 -> 0,326
12:19:22.347 -> 0,327
12:19:22.347 -> 0,327
12:19:22.427 -> 0,326
12:19:22.427 -> 0,327
12:19:22.427 -> 0,326
12:19:22.427 -> 0,327
12:19:22.542 -> 0,327
12:19:22.542 -> 0,327
12:19:22.542 -> 0,327
12:19:22.542 -> 0,326
12:19:22.542 -> 0,328
12:19:22.619 -> 0,327
12:19:22.619 -> 0,327
12:19:22.619 -> 0,327
12:19:22.619 -> 0,326
12:19:22.694 -> 0,326
12:19:22.694 -> 0,327
12:19:22.694 -> 0,327
12:19:22.694 -> 0,327
12:19:22.694 -> 0,327
12:19:22.806 -> 0,328
12:19:22.806 -> 0,326
12:19:22.806 -> 0,326
12:19:22.806 -> 0,327
12:19:22.806 -> 0,326
12:19:22.881 -> 0,326
12:19:22.881 -> 0,328
12:19:22.881 -> 0,326
12:19:22.881 -> 0,326
12:19:23.006 -> 0,327
12:19:23.006 -> 0,327
12:19:23.006 -> 0,326
12:19:23.006 -> 0,327
12:19:23.006 -> 0,327
12:19:23.073 -> 0,327
12:19:23.073 -> 0,326
12:19:23.073 -> 0,327
12:19:23.073 -> 0,327
12:19:23.183 -> 0,326
12:19:23.183 -> 0,327
12:19:23.183 -> 0,327
12:19:23.183 -> 0,327
12:19:23.183 -> 0,326
12:19:23.257 -> 0,326
12:19:23.257 -> 0,326
12:19:23.257 -> 0,327
12:19:23.257 -> 0,327
12:19:23.333 -> 0,327
12:19:23.333 -> 0,327
12:19:23.333 -> 0,327
12:19:23.333 -> 0,327
12:19:23.333 -> 0,327
12:19:23.451 -> 0,327
12:19:23.451 -> 0,326
12:19:23.451 -> 0,327
12:19:23.451 -> 0,327
12:19:23.451 -> 0,327
12:19:23.537 -> 0,327
12:19:23.537 -> 0,326
12:19:23.537 -> 0,326
12:19:23.537 -> 0,327
12:19:23.649 -> 0,327
12:19:23.649 -> 0,326
12:19:23.649 -> 0,327
12:19:23.649 -> 0,327
12:19:23.649 -> 0,327
12:19:23.726 -> 0,327
12:19:23.726 -> 0,326
12:19:23.726 -> 0,326
12:19:23.726 -> 0,326
12:19:23.808 -> 0,326
12:19:23.808 -> 0,326
12:19:23.808 -> 0,326
12:19:23.808 -> 0,326
12:19:23.808 -> 0,327
12:19:23.891 -> 0,327
12:19:23.891 -> 0,327
12:19:23.891 -> 0,326
12:19:23.891 -> 0,326
12:19:24.001 -> 0,327
12:19:24.001 -> 0,327
12:19:24.001 -> 0,326
12:19:24.001 -> 0,326
12:19:24.001 -> 0,326
12:19:24.080 -> 0,326
12:19:24.080 -> 0,326
12:19:24.080 -> 0,326
12:19:24.080 -> 0,326
12:19:24.080 -> 0,327
12:19:24.187 -> 0,326
12:19:24.187 -> 0,326
12:19:24.187 -> 0,325
12:19:24.187 -> 0,326
12:19:24.261 -> 0,326
12:19:24.261 -> 0,327
12:19:24.261 -> 0,327
12:19:24.261 -> 0,327
12:19:24.261 -> 0,327
12:19:24.344 -> 0,326
12:19:24.344 -> 0,325
12:19:24.344 -> 0,326
12:19:24.344 -> 0,327
12:19:24.452 -> 0,327
12:19:24.452 -> 0,326
12:19:24.452 -> 0,327
12:19:24.452 -> 0,326
12:19:24.452 -> 0,327
12:19:24.528 -> 0,327
12:19:24.528 -> 0,327
12:19:24.528 -> 0,327
12:19:24.528 -> 0,327
12:19:24.639 -> 0,326
12:19:24.639 -> 0,326
12:19:24.639 -> 0,326
12:19:24.639 -> 0,326
12:19:24.639 -> 0,326
12:19:24.718 -> 0,326
12:19:24.718 -> 0,326
12:19:24.718 -> 0,326
12:19:24.718 -> 0,326
12:19:24.718 -> 0,326
12:19:24.835 -> 0,326
12:19:24.835 -> 0,326
12:19:24.835 -> 0,327
12:19:24.835 -> 0,326
12:19:24.917 -> 0,327
12:19:24.917 -> 0,326
12:19:24.917 -> 0,326
12:19:24.917 -> 0,327
12:19:24.917 -> 0,327
12:19:24.996 -> 0,325
12:19:24.996 -> 0,326
12:19:24.996 -> 0,326
12:19:24.996 -> 0,325
12:19:25.079 -> 0,326
12:19:25.079 -> 0,326
12:19:25.079 -> 0,326
12:19:25.079 -> 0,326
12:19:25.079 -> 0,326
12:19:25.162 -> 0,325
12:19:25.162 -> 0,326
12:19:25.162 -> 0,326
12:19:25.162 -> 0,326
12:19:25.278 -> 0,325
12:19:25.278 -> 0,326
12:19:25.278 -> 0,325
12:19:25.278 -> 0,326
12:19:25.278 -> 0,326
12:19:25.389 -> 0,326
12:19:25.389 -> 0,326
12:19:25.389 -> 0,326
12:19:25.389 -> 0,325
12:19:25.389 -> 0,326
12:19:25.470 -> 0,326
12:19:25.470 -> 0,326
12:19:25.470 -> 0,326
12:19:25.470 -> 0,326
12:19:25.554 -> 0,325
12:19:25.554 -> 0,324
12:19:25.554 -> 0,326
12:19:25.554 -> 0,326
12:19:25.554 -> 0,325
12:19:25.635 -> 0,327
12:19:25.635 -> 0,326
12:19:25.635 -> 0,326
12:19:25.635 -> 0,326
12:19:25.714 -> 0,327
12:19:25.714 -> 0,326
12:19:25.714 -> 0,326
12:19:25.714 -> 0,326
12:19:25.714 -> 0,326
12:19:25.829 -> 0,326
12:19:25.829 -> 0,327
12:19:25.829 -> 0,326
12:19:25.829 -> 0,326
12:19:25.907 -> 0,326
12:19:25.907 -> 0,326
12:19:25.907 -> 0,327
12:19:25.907 -> 0,326
12:19:25.907 -> 0,326
12:19:26.021 -> 0,326
12:19:26.021 -> 0,326
12:19:26.021 -> 0,326
12:19:26.021 -> 0,327
12:19:26.021 -> 0,326
12:19:26.098 -> 0,327
12:19:26.098 -> 0,325
12:19:26.098 -> 0,326
12:19:26.098 -> 0,326
12:19:26.173 -> 0,325
12:19:26.173 -> 0,326
12:19:26.173 -> 0,326
12:19:26.173 -> 0,325
12:19:26.173 -> 0,325
12:19:26.296 -> 0,325
12:19:26.296 -> 0,325
12:19:26.296 -> 0,325
12:19:26.296 -> 0,326
12:19:26.382 -> 0,325
12:19:26.382 -> 0,326
12:19:26.382 -> 0,325
12:19:26.382 -> 0,325
12:19:26.382 -> 0,325
12:19:26.464 -> 0,326
12:19:26.464 -> 0,326
12:19:26.464 -> 0,326
12:19:26.464 -> 0,325
12:19:26.540 -> 0,327
12:19:26.540 -> 0,325
12:19:26.540 -> 0,326
12:19:26.540 -> 0,326
12:19:26.540 -> 0,327
12:19:26.664 -> 0,326
12:19:26.664 -> 0,326
12:19:26.664 -> 0,326
12:19:26.664 -> 0,326
12:19:26.664 -> 0,325
12:19:26.746 -> 0,326
12:19:26.746 -> 0,326
12:19:26.746 -> 0,325
12:19:26.746 -> 0,326
12:19:26.818 -> 0,325
12:19:26.818 -> 0,326
12:19:26.818 -> 0,325
12:19:26.818 -> 0,326
12:19:26.818 -> 0,326
12:19:26.933 -> 0,327
12:19:26.933 -> 0,326
12:19:26.933 -> 0,326
12:19:26.933 -> 0,325
12:19:27.000 -> 0,326
12:19:27.000 -> 0,326
12:19:27.000 -> 0,326
12:19:27.000 -> 0,326
12:19:27.000 -> 0,326
12:19:27.108 -> 0,326
12:19:27.108 -> 0,325
12:19:27.108 -> 0,326
12:19:27.108 -> 0,326
12:19:27.190 -> 0,325
12:19:27.190 -> 0,326
12:19:27.190 -> 0,325
12:19:27.190 -> 0,325
12:19:27.190 -> 0,326
12:19:27.310 -> 0,325
12:19:27.310 -> 0,325
12:19:27.310 -> 0,325
12:19:27.310 -> 0,325
12:19:27.310 -> 0,325
12:19:27.393 -> 0,326
12:19:27.393 -> 0,326
12:19:27.393 -> 0,326
12:19:27.393 -> 0,325
12:19:27.468 -> 0,325
12:19:27.468 -> 0,326
12:19:27.468 -> 0,326
12:19:27.468 -> 0,325
12:19:27.468 -> 0,326
12:19:27.541 -> 0,326
12:19:27.541 -> 0,326
12:19:27.541 -> 0,325
12:19:27.541 -> 0,326
12:19:27.651 -> 0,325
12:19:27.651 -> 0,326
12:19:27.651 -> 0,325
12:19:27.651 -> 0,325
12:19:27.651 -> 0,325
12:19:27.725 -> 0,326
12:19:27.725 -> 0,325
12:19:27.725 -> 0,325
12:19:27.725 -> 0,325
12:19:27.847 -> 0,326
12:19:27.847 -> 0,325
12:19:27.847 -> 0,325
12:19:27.847 -> 0,326
12:19:27.847 -> 0,325
12:19:27.919 -> 0,324
12:19:27.919 -> 0,325
12:19:27.919 -> 0,325
12:19:27.919 -> 0,326
12:19:27.919 -> 0,325
12:19:28.020 -> 0,326
12:19:28.020 -> 0,326
12:19:28.020 -> 0,326
12:19:28.020 -> 0,325
12:19:28.102 -> 0,325
12:19:28.102 -> 0,325
12:19:28.102 -> 0,325
12:19:28.102 -> 0,326
12:19:28.102 -> 0,326
12:19:28.213 -> 0,325
12:19:28.213 -> 0,326
12:19:28.213 -> 0,326
12:19:28.213 -> 0,325
12:19:28.295 -> 0,325
12:19:28.295 -> 0,326
12:19:28.295 -> 0,325
12:19:28.295 -> 0,325
12:19:28.295 -> 0,325
12:19:28.371 -> 0,325
12:19:28.371 -> 0,325
12:19:28.371 -> 0,325
12:19:28.371 -> 0,325
12:19:28.481 -> 0,326
12:19:28.481 -> 0,325
12:19:28.481 -> 0,325
12:19:28.481 -> 0,325
12:19:28.481 -> 0,325
12:19:28.564 -> 0,326
12:19:28.564 -> 0,326
12:19:28.564 -> 0,325
12:19:28.564 -> 0,325
12:19:28.564 -> 0,325
12:19:28.649 -> 0,325
12:19:28.649 -> 0,325
12:19:28.649 -> 0,325
12:19:28.649 -> 0,326
12:19:28.759 -> 0,325
12:19:28.759 -> 0,325
12:19:28.759 -> 0,325
12:19:28.759 -> 0,325
12:19:28.759 -> 0,326
12:19:28.835 -> 0,326
12:19:28.835 -> 0,325
12:19:28.835 -> 0,325
12:19:28.835 -> 0,325
12:19:28.950 -> 0,326
12:19:28.950 -> 0,326
12:19:28.950 -> 0,327
12:19:28.950 -> 0,327
12:19:28.950 -> 0,327
12:19:29.030 -> 0,325
12:19:29.030 -> 0,325
12:19:29.030 -> 0,326
12:19:29.030 -> 0,325
12:19:29.113 -> 0,326
12:19:29.113 -> 0,325
12:19:29.113 -> 0,324
12:19:29.113 -> 0,325
12:19:29.113 -> 0,326
12:19:29.221 -> 0,325
12:19:29.221 -> 0,325
12:19:29.221 -> 0,325
12:19:29.221 -> 0,325
12:19:29.221 -> 0,326
12:19:29.288 -> 0,325
12:19:29.288 -> 0,325
12:19:29.288 -> 0,325
12:19:29.288 -> 0,325
12:19:29.372 -> 0,325
12:19:29.372 -> 0,325
12:19:29.372 -> 0,326
12:19:29.372 -> 0,326
12:19:29.372 -> 0,326
12:19:29.476 -> 0,326
12:19:29.476 -> 0,325
12:19:29.476 -> 0,325
12:19:29.476 -> 0,325
12:19:29.554 -> 0,325
12:19:29.554 -> 0,325
12:19:29.554 -> 0,326
12:19:29.554 -> 0,326
