// up to max 1900 psi, opened motor fully and then started measuring pressure.
14:09:34.587 -> -8250,183
14:09:34.587 -> -8250,183
14:09:34.620 -> -8250,183
14:09:34.620 -> -8250,184
14:09:34.656 -> -8250,183
14:09:34.691 -> -8250,183
14:09:34.691 -> -8250,184
14:09:34.724 -> -8250,183
14:09:34.724 -> -8250,184
14:09:34.757 -> -8250,184
14:09:34.791 -> -8250,182
14:09:34.791 -> -8250,184
14:09:34.824 -> -8250,183
14:09:34.824 -> -8250,184
14:09:34.857 -> -8250,183
14:09:34.893 -> -8250,183
14:09:34.893 -> -8250,183
14:09:34.932 -> -8250,183
14:09:34.932 -> -8250,184
14:09:34.966 -> -8250,183
14:09:34.966 -> -8250,183
14:09:35.000 -> -8250,184
14:09:35.000 -> -8250,183
14:09:35.033 -> -8250,183
14:09:35.066 -> -8250,184
14:09:35.066 -> -8250,183
14:09:35.099 -> -8250,183
14:09:35.099 -> -8250,183
14:09:35.133 -> -8250,183
14:09:35.167 -> -8250,182
14:09:35.167 -> -8250,182
14:09:35.203 -> -8250,184
14:09:35.203 -> -8250,183
14:09:35.237 -> -8250,183
14:09:35.271 -> -8250,184
14:09:35.271 -> -8250,182
14:09:35.307 -> -8250,184
14:09:35.307 -> -8250,183
14:09:35.342 -> -8250,184
14:09:35.342 -> -8250,183
14:09:35.380 -> -8250,183
14:09:35.380 -> -8250,183
14:09:35.414 -> -8250,183
14:09:35.448 -> -8250,183
14:09:35.448 -> -8250,183
14:09:35.482 -> -8250,183
14:09:35.482 -> -8250,183
14:09:35.518 -> -8250,183
14:09:35.518 -> -8250,182
14:09:35.554 -> -8250,183
14:09:35.587 -> -8250,182
14:09:35.587 -> -8250,183
14:09:35.620 -> -8250,184
14:09:35.620 -> -8250,182
14:09:35.654 -> -8250,183
14:09:35.691 -> -8250,183
14:09:35.691 -> -8250,184
14:09:35.724 -> -8250,183
14:09:35.724 -> -8250,183
14:09:35.757 -> -8250,183
14:09:35.791 -> -8250,184
14:09:35.791 -> -8250,184
14:09:35.825 -> -8250,184
14:09:35.825 -> -8250,183
14:09:35.864 -> -8250,183
14:09:35.864 -> -8250,183
14:09:35.898 -> -8250,183
14:09:35.898 -> -8250,184
14:09:35.931 -> -8250,183
14:09:35.966 -> -8250,185
14:09:35.966 -> -8250,183
14:09:36.001 -> -8250,183
14:09:36.001 -> -8250,184
14:09:36.037 -> -8250,183
14:09:36.070 -> -8250,183
14:09:36.070 -> -8250,184
14:09:36.103 -> -8250,183
14:09:36.103 -> -8250,183
14:09:36.138 -> -8250,183
14:09:36.138 -> -8250,183
14:09:36.174 -> -8250,183
14:09:36.210 -> -8250,183
14:09:36.210 -> -8250,183
14:09:36.244 -> -8250,184
14:09:36.244 -> -8250,183
14:09:36.282 -> -8250,183
14:09:36.282 -> -8250,183
14:09:36.315 -> -8250,183
14:09:36.352 -> -8250,184
14:09:36.352 -> -8250,183
14:09:36.388 -> -8250,184
14:09:36.388 -> -8250,182
14:09:36.424 -> -8250,184
14:09:36.424 -> -8250,183
14:09:36.458 -> -8250,182
14:09:36.491 -> -8250,183
14:09:36.491 -> -8250,183
14:09:36.524 -> -8250,183
14:09:36.524 -> -8250,184
14:09:36.557 -> -8250,183
14:09:36.591 -> -8250,183
14:09:36.591 -> -8250,183
14:09:36.630 -> -8250,183
14:09:36.630 -> -8250,183
14:09:36.665 -> -8250,183
14:09:36.665 -> -8250,184
14:09:36.699 -> -8250,182
14:09:36.699 -> -8250,184
14:09:36.733 -> -8250,184
14:09:36.766 -> -8250,183
14:09:36.766 -> -8250,184
14:09:36.799 -> -8250,182
14:09:36.799 -> -8250,184
14:09:36.836 -> -8250,184
14:09:36.870 -> -8250,183
14:09:36.870 -> -8250,183
14:09:36.903 -> -8250,183
14:09:36.903 -> -8250,183
14:09:36.937 -> -8250,183
14:09:36.970 -> -8250,183
14:09:36.970 -> -8250,183
14:09:37.003 -> -8250,183
14:09:37.003 -> -8250,184
14:09:37.037 -> -8250,183
14:09:37.070 -> -8250,183
14:09:37.070 -> -8250,183
14:09:37.103 -> -8250,182
14:09:37.103 -> -8250,183
14:09:37.137 -> -8250,184
14:09:37.170 -> -8250,182
14:09:37.170 -> -8250,183
14:09:37.203 -> -8250,183
14:09:37.203 -> -8250,183
14:09:37.236 -> -8250,184
14:09:37.273 -> -8250,183
14:09:37.273 -> -8250,183
14:09:37.307 -> -8250,183
14:09:37.307 -> -8250,184
14:09:37.343 -> -8250,183
14:09:37.343 -> -8250,183
14:09:37.381 -> -8250,184
14:09:37.381 -> -8250,183
14:09:37.415 -> -8250,183
14:09:37.451 -> -8250,184
14:09:37.451 -> -8250,183
14:09:37.484 -> -8250,184
14:09:37.484 -> -8250,184
14:09:37.520 -> -8250,183
14:09:37.520 -> -8250,184
14:09:37.554 -> -8250,183
14:09:37.587 -> -8250,184
14:09:37.587 -> -8250,184
14:09:37.624 -> -8250,182
14:09:37.624 -> -8250,184
14:09:37.657 -> -8250,183
14:09:37.690 -> -8250,183
14:09:37.690 -> -8250,183
14:09:37.726 -> -8250,182
14:09:37.726 -> -8250,184
14:09:37.761 -> -8250,183
14:09:37.761 -> -8250,184
14:09:37.795 -> -8250,184
14:09:37.831 -> -8250,183
14:09:37.831 -> -8250,184
14:09:37.866 -> -8250,183
14:09:37.866 -> -8250,184
14:09:37.903 -> -8250,183
14:09:37.903 -> -8250,183
14:09:37.936 -> -8250,185
14:09:37.972 -> -8250,183
14:09:37.972 -> -8250,184
14:09:38.007 -> -8250,183
14:09:38.007 -> -8250,183
14:09:38.043 -> -8250,184
14:09:38.043 -> -8250,183
14:09:38.078 -> -8250,183
14:09:38.078 -> -8250,184
14:09:38.114 -> -8250,183
14:09:38.148 -> -8250,182
14:09:38.148 -> -8250,183
14:09:38.185 -> -8250,184
14:09:38.185 -> -8250,183
14:09:38.219 -> -8250,183
14:09:38.219 -> -8250,184
14:09:38.256 -> -8250,183
14:09:38.291 -> -8250,184
14:09:38.291 -> -8250,183
14:09:38.326 -> -8250,184
14:09:38.326 -> -8250,183
14:09:38.364 -> -8250,184
14:09:38.364 -> -8250,184
14:09:38.398 -> -8250,183
14:09:38.398 -> -8250,183
14:09:38.435 -> -8250,184
14:09:38.470 -> -8250,183
14:09:38.470 -> -8250,184
14:09:38.503 -> -8250,183
14:09:38.503 -> -8250,184
14:09:38.540 -> -8250,184
14:09:38.540 -> -8250,182
14:09:38.574 -> -8250,183
14:09:38.613 -> -8250,183
14:09:38.613 -> -8250,183
14:09:38.648 -> -8250,183
14:09:38.648 -> -8250,183
14:09:38.682 -> -8250,184
14:09:38.682 -> -8250,184
14:09:38.716 -> -8250,184
14:09:38.749 -> -8250,184
14:09:38.749 -> -8250,182
14:09:38.783 -> -8250,183
14:09:38.783 -> -8250,184
14:09:38.816 -> -8250,183
14:09:38.849 -> -8250,184
14:09:38.849 -> -8250,183
14:09:38.883 -> -8250,183
14:09:38.883 -> -8250,183
14:09:38.916 -> -8250,184
14:09:38.954 -> -8250,184
14:09:38.954 -> -8250,183
14:09:38.991 -> -8250,183
14:09:38.991 -> -8250,183
14:09:39.024 -> -8250,183
14:09:39.024 -> -8250,184
14:09:39.057 -> -8250,183
14:09:39.057 -> -8250,184
14:09:39.090 -> -8250,183
14:09:39.124 -> -8250,184
14:09:39.124 -> -8250,183
14:09:39.157 -> -8250,182
14:09:39.191 -> -8250,183
14:09:39.191 -> -8250,182
14:09:39.224 -> -8250,183
14:09:39.224 -> -8250,184
14:09:39.257 -> -8250,182
14:09:39.257 -> -8250,184
14:09:39.291 -> -8250,183
14:09:39.324 -> -8250,183
14:09:39.324 -> -8250,183
14:09:39.358 -> -8250,182
14:09:39.358 -> -8250,184
14:09:39.398 -> -8250,183
14:09:39.398 -> -8250,184
14:09:39.435 -> -8250,182
14:09:39.470 -> -8250,182
14:09:39.470 -> -8250,184
14:09:39.503 -> -8250,183
14:09:39.503 -> -8250,184
14:09:39.537 -> -8250,184
14:09:39.570 -> -8250,183
14:09:39.570 -> -8250,183
14:09:39.604 -> -8250,182
14:09:39.604 -> -8250,184
14:09:39.640 -> -8250,183
14:09:39.640 -> -8250,184
14:09:39.674 -> -8250,183
14:09:39.707 -> -8250,183
14:09:39.707 -> -8250,185
14:09:39.740 -> -8250,183
14:09:39.740 -> -8250,183
14:09:39.774 -> -8250,183
14:09:39.807 -> -8250,183
14:09:39.807 -> -8250,184
14:09:39.840 -> -8250,184
14:09:39.840 -> -8250,184
14:09:39.874 -> -8250,183
14:09:39.907 -> -8250,183
14:09:39.907 -> -8250,184
14:09:39.940 -> -8250,183
14:09:39.940 -> -8250,184
14:09:39.974 -> -8250,183
14:09:40.007 -> -8250,182
14:09:40.007 -> -8250,184
14:09:40.040 -> -8250,183
14:09:40.040 -> -8250,183
14:09:40.074 -> -8250,183
14:09:40.107 -> -8250,183
14:09:40.107 -> -8250,184
14:09:40.141 -> -8250,183
14:09:40.141 -> -8250,183
14:09:40.178 -> -8250,183
14:09:40.178 -> -8250,182
14:09:40.211 -> -8250,184
14:09:40.245 -> -8250,183
14:09:40.245 -> -8250,184
14:09:40.281 -> -8250,183
14:09:40.281 -> -8250,183
14:09:40.318 -> -8250,184
14:09:40.318 -> -8250,183
14:09:40.353 -> -8250,184
14:09:40.386 -> -8250,184
14:09:40.386 -> -8250,183
14:09:40.420 -> -8250,183
14:09:40.420 -> -8250,182
14:09:40.453 -> -8250,184
14:09:40.487 -> -8250,184
14:09:40.487 -> -8250,183
14:09:40.524 -> -8250,183
14:09:40.524 -> -8250,184
14:09:40.557 -> -8250,183
14:09:40.557 -> -8250,184
14:09:40.593 -> -8250,184
14:09:40.627 -> -8250,183
14:09:40.627 -> -8250,183
14:09:40.661 -> -8250,184
14:09:40.661 -> -8250,182
14:09:40.694 -> -8250,183
14:09:40.731 -> -8250,183
14:09:40.731 -> -8250,183
14:09:40.767 -> -8250,183
14:09:40.767 -> -8250,183
14:09:40.804 -> -8250,184
14:09:40.804 -> -8250,183
14:09:40.840 -> -8250,183
14:09:40.840 -> -8250,183
14:09:40.874 -> -8250,182
14:09:40.907 -> -8250,183
14:09:40.907 -> -8250,183
14:09:40.940 -> -8250,183
14:09:40.940 -> -8250,184
14:09:40.976 -> -8250,183
14:09:41.013 -> -8250,183
14:09:41.013 -> -8250,183
14:09:41.048 -> -8250,184
14:09:41.048 -> -8250,183
14:09:41.081 -> -8250,183
14:09:41.081 -> -8250,183
14:09:41.115 -> -8250,183
14:09:41.149 -> -8250,183
14:09:41.149 -> -8250,183
14:09:41.185 -> -8250,183
14:09:41.185 -> -8250,184
14:09:41.221 -> -8250,183
14:09:41.221 -> -8250,184
14:09:41.257 -> -8250,184
14:09:41.257 -> -8250,183
14:09:41.290 -> -8250,184
14:09:41.331 -> -8250,182
14:09:41.331 -> -8250,184
14:09:41.365 -> -8250,183
14:09:41.365 -> -8250,183
14:09:41.402 -> -8250,183
14:09:41.402 -> -8250,182
14:09:41.435 -> -8250,183
14:09:41.470 -> -8250,184
14:09:41.470 -> -8250,183
14:09:41.503 -> -8250,184
14:09:41.503 -> -8250,183
14:09:41.537 -> -8250,184
14:09:41.570 -> -8250,182
14:09:41.570 -> -8250,183
14:09:41.603 -> -8250,183
14:09:41.603 -> -8250,183
14:09:41.636 -> -8250,184
14:09:41.636 -> -8250,183
14:09:41.670 -> -8250,183
14:09:41.703 -> -8250,184
14:09:41.703 -> -8250,183
14:09:41.738 -> -8250,184
14:09:41.738 -> -8250,183
14:09:41.774 -> -8250,183
14:09:41.807 -> -8250,184
14:09:41.807 -> -8250,183
14:09:41.840 -> -8250,184
14:09:41.840 -> -8250,184
14:09:41.874 -> -8250,183
14:09:41.907 -> -8250,184
14:09:41.907 -> -8250,183
14:09:41.940 -> -8250,184
14:09:41.940 -> -8250,183
14:09:41.974 -> -8250,184
14:09:42.007 -> -8250,183
14:09:42.007 -> -8250,183
14:09:42.047 -> -8250,183
14:09:42.047 -> -8250,183
14:09:42.080 -> -8250,184
14:09:42.080 -> -8250,184
14:09:42.114 -> -8250,183
14:09:42.148 -> -8250,184
14:09:42.148 -> -8250,183
14:09:42.181 -> -8250,184
14:09:42.181 -> -8250,183
14:09:42.218 -> -8250,184
14:09:42.218 -> -8250,183
14:09:42.253 -> -8250,183
14:09:42.286 -> -8250,184
14:09:42.286 -> -8250,184
14:09:42.320 -> -8250,184
14:09:42.320 -> -8250,182
14:09:42.356 -> -8250,183
14:09:42.392 -> -8250,183
14:09:42.392 -> -8250,183
14:09:42.426 -> -8250,184
14:09:42.426 -> -8250,184
14:09:42.465 -> -8250,183
14:09:42.465 -> -8250,184
14:09:42.501 -> -8250,183
14:09:42.501 -> -8250,184
14:09:42.536 -> -8250,183
14:09:42.536 -> -8250,184
14:09:42.570 -> -8250,183
14:09:42.603 -> -8250,183
14:09:42.603 -> -8250,184
14:09:42.636 -> -8250,182
14:09:42.636 -> -8250,183
14:09:42.670 -> -8250,184
14:09:42.703 -> -8250,183
14:09:42.703 -> -8250,185
14:09:42.736 -> -8250,183
14:09:42.770 -> -8250,183
14:09:42.770 -> -8250,184
14:09:42.803 -> -8250,184
14:09:42.803 -> -8250,184
14:09:42.836 -> -8250,184
14:09:42.836 -> -8250,184
14:09:42.870 -> -8250,184
14:09:42.903 -> -8250,184
14:09:42.903 -> -8250,184
14:09:42.936 -> -8250,183
14:09:42.936 -> -8250,184
14:09:42.971 -> -8250,183
14:09:43.009 -> -8250,183
14:09:43.009 -> -8250,184
14:09:43.047 -> -8250,183
14:09:43.047 -> -8250,184
14:09:43.081 -> -8250,183
14:09:43.081 -> -8250,183
14:09:43.114 -> -8250,184
14:09:43.148 -> -8250,182
14:09:43.148 -> -8250,184
14:09:43.181 -> -8250,183
14:09:43.181 -> -8250,183
14:09:43.218 -> -8250,183
14:09:43.218 -> -8250,183
14:09:43.255 -> -8250,184
14:09:43.290 -> -8250,183
14:09:43.290 -> -8250,184
14:09:43.324 -> -8250,183
14:09:43.324 -> -8250,183
14:09:43.357 -> -8250,183
14:09:43.357 -> -8250,183
14:09:43.391 -> -8250,183
14:09:43.430 -> -8250,183
14:09:43.430 -> -8250,183
14:09:43.464 -> -8250,183
14:09:43.464 -> -8250,183
14:09:43.498 -> -8250,184
14:09:43.498 -> -8250,183
14:09:43.531 -> -8250,183
14:09:43.568 -> -8250,184
14:09:43.568 -> -8250,183
14:09:43.603 -> -8250,184
14:09:43.603 -> -8250,183
14:09:43.636 -> -8250,184
14:09:43.670 -> -8250,182
14:09:43.670 -> -8250,183
14:09:43.703 -> -8250,183
14:09:43.703 -> -8250,183
14:09:43.736 -> -8250,184
14:09:43.736 -> -8250,183
14:09:43.770 -> -8250,183
14:09:43.803 -> -8250,182
14:09:43.803 -> -8250,183
14:09:43.836 -> -8250,183
14:09:43.836 -> -8250,183
14:09:43.870 -> -8250,185
14:09:43.903 -> -8250,182
14:09:43.903 -> -8250,183
14:09:43.936 -> -8250,184
14:09:43.970 -> -8250,183
14:09:43.970 -> -8250,183
14:09:44.003 -> -8250,183
14:09:44.003 -> -8250,183
14:09:44.036 -> -8250,184
14:09:44.036 -> -8250,183
14:09:44.070 -> -8250,184
14:09:44.103 -> -8250,183
14:09:44.103 -> -8250,183
14:09:44.136 -> -8250,183
14:09:44.136 -> -8250,184
14:09:44.170 -> -8250,184
14:09:44.203 -> -8250,182
14:09:44.203 -> -8250,183
14:09:44.236 -> -8250,183
14:09:44.271 -> -8250,183
14:09:44.271 -> -8250,183
14:09:44.307 -> -8250,183
14:09:44.307 -> -8250,184
14:09:44.340 -> -8250,183
14:09:44.340 -> -8250,184
14:09:44.376 -> -8250,183
14:09:44.409 -> -8250,183
14:09:44.409 -> -8250,183
14:09:44.447 -> -8250,183
14:09:44.447 -> -8250,183
14:09:44.484 -> -8250,183
14:09:44.484 -> -8250,182
14:09:44.518 -> -8250,183
14:09:44.518 -> -8250,182
14:09:44.553 -> -8250,184
14:09:44.586 -> -8250,183
14:09:44.586 -> -8250,184
14:09:44.619 -> -8250,183
14:09:44.619 -> -8250,182
14:09:44.653 -> -8250,183
14:09:44.686 -> -8250,182
14:09:44.686 -> -8250,182
14:09:44.719 -> -8250,183
14:09:44.719 -> -8250,183
14:09:44.753 -> -8250,184
14:09:44.786 -> -8250,184
14:09:44.786 -> -8250,183
14:09:44.820 -> -8250,183
14:09:44.820 -> -8250,184
14:09:44.853 -> -8250,184
14:09:44.886 -> -8250,184
14:09:44.886 -> -8250,184
14:09:44.919 -> -8250,184
14:09:44.919 -> -8250,183
14:09:44.952 -> -8250,183
14:09:44.986 -> -8250,184
14:09:44.986 -> -8250,185
14:09:45.023 -> -8250,183
14:09:45.023 -> -8250,185
14:09:45.062 -> -8250,183
14:09:45.062 -> -8250,184
14:09:45.098 -> -8250,183
14:09:45.098 -> -8250,183
14:09:45.133 -> -8250,184
14:09:45.169 -> -8250,183
14:09:45.169 -> -8250,184
14:09:45.203 -> -8250,184
14:09:45.203 -> -8250,183
14:09:45.236 -> -8250,184
14:09:45.236 -> -8250,184
14:09:45.269 -> -8250,184
14:09:45.307 -> -8250,184
14:09:45.307 -> -8250,184
14:09:45.340 -> -8250,183
14:09:45.340 -> -8250,183
14:09:45.378 -> -8250,185
14:09:45.378 -> -8250,183
14:09:45.414 -> -8250,185
14:09:45.450 -> -8250,184
14:09:45.450 -> -8250,183
14:09:45.485 -> -8250,184
14:09:45.485 -> -8250,184
14:09:45.520 -> -8250,184
14:09:45.520 -> -8250,183
14:09:45.557 -> -8250,183
14:09:45.557 -> -8250,183
14:09:45.590 -> -8250,183
14:09:45.627 -> -8250,183
14:09:45.627 -> -8250,182
14:09:45.664 -> -8250,184
14:09:45.664 -> -8250,183
14:09:45.698 -> -8250,184
14:09:45.698 -> -8250,183
14:09:45.732 -> -8250,184
14:09:45.766 -> -8250,183
14:09:45.766 -> -8250,183
14:09:45.799 -> -8250,184
14:09:45.799 -> -8250,184
14:09:45.832 -> -8250,184
14:09:45.866 -> -8250,183
14:09:45.866 -> -8250,183
14:09:45.899 -> -8250,184
14:09:45.899 -> -8250,183
14:09:45.932 -> -8250,184
14:09:45.966 -> -8250,183
14:09:45.966 -> -8250,183
14:09:45.999 -> -8250,184
14:09:45.999 -> -8250,183
14:09:46.032 -> -8250,184
14:09:46.066 -> -8250,183
14:09:46.066 -> -8250,184
14:09:46.101 -> -8250,184
14:09:46.101 -> -8250,183
14:09:46.136 -> -8250,183
14:09:46.136 -> -8250,183
14:09:46.169 -> -8250,184
14:09:46.203 -> -8250,183
14:09:46.203 -> -8250,184
14:09:46.240 -> -8250,184
14:09:46.240 -> -8250,183
14:09:46.274 -> -8250,183
14:09:46.307 -> -8250,184
14:09:46.307 -> -8250,184
14:09:46.340 -> -8250,184
14:09:46.340 -> -8250,184
14:09:46.373 -> -8250,184
14:09:46.407 -> -8250,183
14:09:46.407 -> -8250,184
14:09:46.440 -> -8250,183
14:09:46.440 -> -8250,183
14:09:46.477 -> -8250,184
14:09:46.477 -> -8250,184
14:09:46.514 -> -8250,183
14:09:46.548 -> -8250,183
14:09:46.548 -> -8250,183
14:09:46.581 -> -8250,183
14:09:46.581 -> -8250,184
14:09:46.618 -> -8250,183
14:09:46.618 -> -8250,183
14:09:46.653 -> -8250,183
14:09:46.686 -> -8250,183
14:09:46.686 -> -8250,184
14:09:46.722 -> -8250,182
14:09:46.722 -> -8250,184
14:09:46.757 -> -8250,183
14:09:46.757 -> -8250,183
14:09:46.792 -> -8250,183
14:09:46.831 -> -8250,182
14:09:46.831 -> -8250,184
14:09:46.867 -> -8250,183
14:09:46.867 -> -8250,184
14:09:46.903 -> -8250,183
14:09:46.903 -> -8250,183
14:09:46.936 -> -8250,183
14:09:46.936 -> -8250,182
14:09:46.969 -> -8250,184
14:09:47.003 -> -8250,183
14:09:47.003 -> -8250,184
14:09:47.040 -> -8250,183
14:09:47.040 -> -8250,183
14:09:47.073 -> -8250,184
14:09:47.107 -> -8250,184
14:09:47.107 -> -8250,183
14:09:47.140 -> -8250,183
14:09:47.140 -> -8250,183
14:09:47.173 -> -8250,183
14:09:47.207 -> -8250,183
14:09:47.207 -> -8250,184
14:09:47.240 -> -8250,183
14:09:47.240 -> -8250,183
14:09:47.273 -> -8250,184
14:09:47.307 -> -8250,183
14:09:47.307 -> -8250,184
14:09:47.340 -> -8250,182
14:09:47.340 -> -8250,183
14:09:47.374 -> -8250,183
14:09:47.413 -> -8250,183
14:09:47.413 -> -8250,184
14:09:47.449 -> -8250,183
14:09:47.449 -> -8250,184
14:09:47.484 -> -8250,183
14:09:47.484 -> -8250,184
14:09:47.519 -> -8250,183
14:09:47.519 -> -8250,182
14:09:47.555 -> -8250,182
14:09:47.588 -> -8250,183
14:09:47.588 -> -8250,184
14:09:47.623 -> -8250,184
14:09:47.623 -> -8250,184
14:09:47.657 -> -8250,182
14:09:47.657 -> -8250,183
14:09:47.690 -> -8250,183
14:09:47.726 -> -8250,183
14:09:47.726 -> -8250,184
14:09:47.764 -> -8250,184
14:09:47.764 -> -8250,184
14:09:47.798 -> -8250,183
14:09:47.798 -> -8250,184
14:09:47.832 -> -8250,184
14:09:47.867 -> -8250,184
14:09:47.867 -> -8250,184
14:09:47.902 -> -8250,183
14:09:47.902 -> -8250,184
14:09:47.940 -> -8250,183
14:09:47.940 -> -8250,184
14:09:47.975 -> -8250,183
14:09:47.975 -> -8250,183
14:09:48.010 -> -8250,184
14:09:48.046 -> -8250,183
14:09:48.046 -> -8250,183
14:09:48.082 -> -8250,183
14:09:48.082 -> -8250,183
14:09:48.117 -> -8250,183
14:09:48.117 -> -8250,184
14:09:48.151 -> -8250,183
14:09:48.186 -> -8250,183
14:09:48.186 -> -8250,184
14:09:48.219 -> -8250,183
14:09:48.219 -> -8250,184
14:09:48.253 -> -8250,183
14:09:48.288 -> -8250,183
14:09:48.288 -> -8250,183
14:09:48.323 -> -8250,182
14:09:48.323 -> -8250,184
14:09:48.357 -> -8250,183
14:09:48.357 -> -8250,184
14:09:48.396 -> -8250,183
14:09:48.396 -> -8250,183
14:09:48.431 -> -8250,184
14:09:48.468 -> -8250,182
14:09:48.468 -> -8250,184
14:09:48.507 -> -8250,183
14:09:48.507 -> -8250,183
14:09:48.536 -> -8250,184
14:09:48.536 -> -8250,183
14:09:48.569 -> -8250,183
14:09:48.603 -> -8250,183
14:09:48.603 -> -8250,183
14:09:48.642 -> -8250,183
14:09:48.642 -> -8250,184
14:09:48.676 -> -8250,184
14:09:48.676 -> -8250,183
14:09:48.709 -> -8250,183
14:09:48.742 -> -8250,183
14:09:48.742 -> -8250,184
14:09:48.777 -> -8250,184
14:09:48.777 -> -8250,183
14:09:48.826 -> -8250,183
14:09:48.826 -> -8250,184
14:09:48.876 -> -8250,183
14:09:48.876 -> -8250,184
14:09:48.876 -> -8250,184
14:09:48.926 -> -8250,183
14:09:48.926 -> -8250,184
14:09:48.975 -> -8250,184
14:09:48.975 -> -8250,183
14:09:48.975 -> -8250,183
14:09:49.019 -> -8250,184
14:09:49.019 -> -8250,184
14:09:49.076 -> -8250,184
14:09:49.076 -> -8250,184
14:09:49.076 -> -8250,183
14:09:49.126 -> -8250,183
14:09:49.126 -> -8250,184
14:09:49.170 -> -8250,183
14:09:49.170 -> -8250,184
14:09:49.213 -> -8250,183
14:09:49.213 -> -8250,183
14:09:49.259 -> -8250,183
14:09:49.259 -> -8250,183
14:09:49.259 -> -8250,183
14:09:49.309 -> -8250,184
14:09:49.309 -> -8250,183
14:09:49.354 -> -8250,183
14:09:49.354 -> -8250,184
14:09:49.398 -> -8250,183
14:09:49.398 -> -8250,183
14:09:49.398 -> -8250,183
14:09:49.442 -> -8250,183
14:09:49.442 -> -8250,185
14:09:49.485 -> -8250,183
14:09:49.485 -> -8250,183
14:09:49.532 -> -8250,183
14:09:49.532 -> -8250,184
14:09:49.570 -> -8250,183
14:09:49.570 -> -8250,183
14:09:49.609 -> -8250,183
14:09:49.609 -> -8250,182
14:09:49.647 -> -8250,184
14:09:49.647 -> -8250,183
14:09:49.681 -> -8250,184
14:09:49.681 -> -8250,183
14:09:49.716 -> -8250,183
14:09:49.716 -> -8250,183
14:09:49.748 -> -8250,183
14:09:49.785 -> -8250,184
14:09:49.785 -> -8250,183
14:09:49.819 -> -8250,184
14:09:49.819 -> -8250,182
14:09:49.853 -> -8250,183
14:09:49.889 -> -8250,183
14:09:49.889 -> -8250,183
14:09:49.923 -> -8250,184
14:09:49.923 -> -8250,183
14:09:49.956 -> -8250,183
14:09:49.956 -> -8250,183
14:09:49.990 -> -8250,183
14:09:50.023 -> -8250,184
14:09:50.023 -> -8250,183
14:09:50.057 -> -8250,184
14:09:50.057 -> -8250,183
14:09:50.090 -> -8250,184
14:09:50.123 -> -8250,182
14:09:50.123 -> -8250,183
14:09:50.158 -> -8250,184
14:09:50.158 -> -8250,182
14:09:50.194 -> -8250,184
14:09:50.231 -> -8250,183
14:09:50.231 -> -8250,183
14:09:50.267 -> -8250,183
14:09:50.267 -> -8250,184
14:09:50.303 -> -8250,183
14:09:50.303 -> -8250,183
14:09:50.338 -> -8250,183
14:09:50.338 -> -8250,183
14:09:50.373 -> -8250,183
14:09:50.408 -> -8250,184
14:09:50.408 -> -8250,184
14:09:50.447 -> -8250,183
14:09:50.447 -> -8250,183
14:09:50.482 -> -8250,184
14:09:50.482 -> -8250,182
14:09:50.515 -> -8250,184
14:09:50.515 -> -8250,184
14:09:50.549 -> -8250,184
14:09:50.585 -> -8250,183
14:09:50.585 -> -8250,183
14:09:50.619 -> -8250,183
14:09:50.619 -> -8250,183
14:09:50.653 -> -8250,184
14:09:50.687 -> -8250,183
14:09:50.687 -> -8250,184
14:09:50.723 -> -8250,183
14:09:50.723 -> -8250,184
14:09:50.756 -> -8250,183
14:09:50.756 -> -8250,183
14:09:50.790 -> -8250,184
14:09:50.823 -> -8250,183
14:09:50.823 -> -8250,183
14:09:50.860 -> -8250,183
14:09:50.860 -> -8250,183
14:09:50.897 -> -8250,184
14:09:50.897 -> -8250,183
14:09:50.934 -> -8250,183
14:09:50.970 -> -8250,182
14:09:50.970 -> -8250,184
14:09:51.006 -> -8250,183
14:09:51.006 -> -8250,183
14:09:51.040 -> -8250,184
14:09:51.040 -> -8250,183
14:09:51.073 -> -8250,183
14:09:51.107 -> -8250,183
14:09:51.107 -> -8250,183
14:09:51.140 -> -8250,182
14:09:51.140 -> -8250,184
14:09:51.173 -> -8250,183
14:09:51.208 -> -8250,184
14:09:51.208 -> -8250,183
14:09:51.244 -> -8250,183
14:09:51.244 -> -8250,183
14:09:51.277 -> -8250,184
14:09:51.277 -> -8250,183
14:09:51.313 -> -8250,183
14:09:51.347 -> -8250,183
14:09:51.347 -> -8250,183
14:09:51.382 -> -8250,183
14:09:51.382 -> -8250,183
14:09:51.419 -> -8250,183
14:09:51.419 -> -8250,184
14:09:51.453 -> -8250,182
14:09:51.486 -> -8250,183
14:09:51.486 -> -8250,183
14:09:51.519 -> -8250,183
14:09:51.519 -> -8250,183
14:09:51.553 -> -8250,183
14:09:51.590 -> -8250,184
14:09:51.590 -> -8250,182
14:09:51.627 -> -8250,184
14:09:51.627 -> -8250,183
14:09:51.664 -> -8250,184
14:09:51.664 -> -8250,183
14:09:51.697 -> -8250,183
14:09:51.697 -> -8250,183
14:09:51.731 -> -8250,183
14:09:51.767 -> -8250,183
14:09:51.767 -> -8250,183
14:09:51.804 -> -8250,183
14:09:51.804 -> -8250,183
14:09:51.840 -> -8250,183
14:09:51.840 -> -8250,183
14:09:51.873 -> -8250,183
14:09:51.906 -> -8250,184
14:09:51.906 -> -8250,183
14:09:51.940 -> -8250,184
14:09:51.940 -> -8250,183
14:09:51.973 -> -8250,185
14:09:52.013 -> -8250,182
14:09:52.013 -> -8250,184
