// up to max 1900 psi, opened motor fully and then started measuring pressure.
14:08:13.170 -> 0,0
14:08:13.203 -> 0,0
14:08:13.236 -> 0,0
14:08:13.236 -> 0,0
14:08:13.270 -> 0,0
14:08:13.270 -> 0,0
14:08:13.303 -> 0,0
14:08:13.337 -> 0,0
14:08:13.337 -> 0,1
14:08:13.370 -> 0,1
14:08:13.370 -> 0,5
14:08:13.403 -> 0,0
14:08:13.436 -> 0,0
14:08:13.436 -> 0,1
14:08:13.471 -> 0,8
14:08:13.471 -> 0,0
14:08:13.504 -> 0,0
14:08:13.541 -> 0,0
14:08:13.541 -> 0,0
14:08:13.574 -> 0,4
14:08:13.574 -> 0,4
14:08:13.608 -> 0,0
14:08:13.608 -> 0,0
14:08:13.642 -> 0,1
14:08:13.676 -> 0,9
14:08:13.676 -> 0,0
14:08:13.709 -> 0,0
14:08:13.709 -> 0,0
14:08:13.742 -> 0,0
14:08:13.778 -> 0,3
14:08:13.778 -> 0,5
14:08:13.813 -> 0,0
14:08:13.813 -> 0,0
14:08:13.847 -> 0,0
14:08:13.885 -> 0,9
14:08:13.885 -> 0,9
14:08:13.919 -> 0,0
14:08:13.919 -> 0,0
14:08:13.953 -> 0,2
14:08:13.953 -> 0,6
14:08:13.989 -> 0,5
14:08:13.989 -> 0,0
14:08:14.025 -> 0,0
14:08:14.061 -> 0,0
14:08:14.061 -> 0,2
14:08:14.098 -> 0,2
14:08:14.098 -> 0,0
14:08:14.135 -> 0,0
14:08:14.135 -> 0,0
14:08:14.170 -> 0,5
14:08:14.170 -> 0,6
14:08:14.203 -> 0,0
14:08:14.237 -> 0,0
14:08:14.237 -> 0,0
14:08:14.270 -> 0,3
14:08:14.270 -> 0,2
14:08:14.303 -> 0,0
14:08:14.337 -> 0,0
14:08:14.337 -> 0,2
14:08:14.370 -> 0,0
14:08:14.370 -> 0,0
14:08:14.403 -> 0,0
14:08:14.439 -> 0,0
14:08:14.439 -> 0,3
14:08:14.472 -> 0,4
14:08:14.472 -> 0,0
14:08:14.509 -> 0,0
14:08:14.509 -> 0,7
14:08:14.542 -> 0,0
14:08:14.578 -> 0,8
14:08:14.578 -> 0,0
14:08:14.614 -> 0,3
14:08:14.614 -> 0,0
14:08:14.654 -> 0,15
14:08:14.654 -> 0,2
14:08:14.694 -> 0,0
14:08:14.694 -> 0,0
14:08:14.728 -> 0,8
14:08:14.728 -> 0,2
14:08:14.764 -> 0,0
14:08:14.800 -> 0,0
14:08:14.800 -> 0,0
14:08:14.836 -> 0,5
14:08:14.836 -> 0,0
14:08:14.870 -> 0,0
14:08:14.870 -> 0,0
14:08:14.903 -> 0,0
14:08:14.937 -> 0,8
14:08:14.937 -> 0,8
14:08:14.970 -> 0,0
14:08:14.970 -> 0,0
14:08:15.006 -> 0,0
14:08:15.041 -> 0,3
14:08:15.041 -> 0,6
14:08:15.075 -> 0,0
14:08:15.075 -> 0,0
14:08:15.112 -> 0,0
14:08:15.112 -> 0,13
14:08:15.146 -> 0,0
14:08:15.185 -> 0,0
14:08:15.185 -> 0,6
14:08:15.220 -> 0,8
14:08:15.220 -> 0,0
14:08:15.257 -> 0,0
14:08:15.257 -> 0,0
14:08:15.290 -> 0,0
14:08:15.290 -> 0,1
14:08:15.323 -> 0,0
14:08:15.359 -> 0,0
14:08:15.359 -> 0,0
14:08:15.393 -> 0,0
14:08:15.393 -> 0,7
14:08:15.430 -> 0,6
14:08:15.430 -> 0,0
14:08:15.463 -> 0,0
14:08:15.497 -> 0,7
14:08:15.497 -> 0,0
14:08:15.531 -> 0,0
14:08:15.531 -> 0,0
14:08:15.564 -> 0,1
14:08:15.603 -> 0,0
14:08:15.603 -> 0,0
14:08:15.636 -> 0,0
14:08:15.636 -> 0,0
14:08:15.670 -> 0,0
14:08:15.670 -> 0,1
14:08:15.703 -> 0,1
14:08:15.739 -> 0,0
14:08:15.739 -> 0,0
14:08:15.772 -> 0,5
14:08:15.772 -> 0,0
14:08:15.809 -> 0,0
14:08:15.809 -> 0,5
14:08:15.848 -> 0,8
14:08:15.848 -> 0,0
14:08:15.883 -> 0,0
14:08:15.920 -> 0,0
14:08:15.920 -> 0,0
14:08:15.953 -> 0,4
14:08:15.953 -> 0,3
14:08:15.990 -> 0,0
14:08:15.990 -> 0,0
14:08:16.024 -> 0,0
14:08:16.063 -> 0,4
14:08:16.063 -> 0,3
14:08:16.097 -> 0,0
14:08:16.097 -> 0,0
14:08:16.136 -> 0,10
14:08:16.136 -> 0,0
14:08:16.173 -> 0,0
14:08:16.173 -> 0,1
14:08:16.209 -> 0,0
14:08:16.209 -> 0,0
14:08:16.246 -> 0,0
14:08:16.281 -> 0,4
14:08:16.281 -> 0,9
14:08:16.320 -> 0,0
14:08:16.320 -> 0,0
14:08:16.353 -> 0,0
14:08:16.353 -> 0,8
14:08:16.387 -> 0,3
14:08:16.421 -> 0,0
14:08:16.421 -> 0,0
14:08:16.456 -> 0,1
14:08:16.456 -> 0,6
14:08:16.490 -> 0,11
14:08:16.490 -> 0,0
14:08:16.525 -> 0,0
14:08:16.559 -> 0,5
14:08:16.559 -> 0,3
14:08:16.593 -> 0,0
14:08:16.593 -> 0,0
14:08:16.630 -> 0,0
14:08:16.630 -> 0,7
14:08:16.665 -> 0,5
14:08:16.703 -> 0,0
14:08:16.703 -> 0,0
14:08:16.736 -> 0,5
14:08:16.736 -> 0,13
14:08:16.770 -> 0,0
14:08:16.770 -> 0,0
14:08:16.804 -> 0,3
14:08:16.843 -> 0,8
14:08:16.843 -> 0,0
14:08:16.877 -> 0,0
14:08:16.877 -> 0,0
14:08:16.911 -> 0,12
14:08:16.911 -> 0,0
14:08:16.946 -> 0,0
14:08:16.981 -> 0,0
14:08:16.981 -> 0,3
14:08:17.020 -> 0,10
14:08:17.020 -> 0,0
14:08:17.053 -> 0,5
14:08:17.053 -> 0,0
14:08:17.086 -> 0,0
14:08:17.125 -> 0,0
14:08:17.125 -> 0,5
14:08:17.161 -> 0,0
14:08:17.161 -> 0,0
14:08:17.197 -> 0,0
14:08:17.197 -> 0,0
14:08:17.235 -> 0,10
14:08:17.235 -> 0,0
14:08:17.269 -> 0,0
14:08:17.269 -> 0,10
14:08:17.303 -> 0,0
14:08:17.341 -> 0,0
14:08:17.341 -> 0,0
14:08:17.378 -> 0,4
14:08:17.378 -> 0,0
14:08:17.413 -> 0,0
14:08:17.413 -> 0,2
14:08:17.447 -> 0,0
14:08:17.447 -> 0,0
14:08:17.486 -> 0,0
14:08:17.521 -> 0,0
14:08:17.521 -> 0,7
14:08:17.556 -> 0,0
14:08:17.556 -> 0,0
14:08:17.590 -> 0,0
14:08:17.590 -> 0,4
14:08:17.626 -> 0,4
14:08:17.662 -> 0,0
14:08:17.662 -> 0,0
14:08:17.697 -> 0,0
14:08:17.697 -> 0,7
14:08:17.730 -> 0,6
14:08:17.730 -> 0,0
14:08:17.764 -> 0,0
14:08:17.798 -> 0,1
14:08:17.798 -> 0,11
14:08:17.834 -> 0,0
14:08:17.834 -> 0,0
14:08:17.870 -> 0,0
14:08:17.870 -> 0,9
14:08:17.906 -> 0,4
14:08:17.943 -> 0,0
14:08:17.943 -> 0,0
14:08:17.978 -> 0,5
14:08:17.978 -> 0,13
14:08:18.013 -> 0,1
14:08:18.013 -> 0,0
14:08:18.048 -> 0,8
14:08:18.048 -> 0,10
14:08:18.082 -> 0,0
14:08:18.119 -> 0,0
14:08:18.119 -> 0,1
14:08:18.155 -> 0,6
14:08:18.155 -> 0,4
14:08:18.188 -> 0,0
14:08:18.188 -> 0,0
14:08:18.227 -> 0,5
14:08:18.264 -> 0,3
14:08:18.264 -> 0,0
14:08:18.298 -> 0,0
14:08:18.298 -> 0,0
14:08:18.334 -> 0,0
14:08:18.334 -> 0,10
14:08:18.370 -> 0,0
14:08:18.370 -> 0,0
14:08:18.404 -> 0,10
14:08:18.443 -> 0,0
14:08:18.443 -> 0,0
14:08:18.479 -> 0,0
14:08:18.479 -> 0,0
14:08:18.513 -> 0,0
14:08:18.513 -> 0,3
14:08:18.548 -> 0,0
14:08:18.548 -> 0,0
14:08:18.586 -> 0,0
14:08:18.619 -> 0,0
14:08:18.619 -> 0,3
14:08:18.653 -> 0,0
14:08:18.653 -> 0,0
14:08:18.686 -> 0,3
14:08:18.720 -> 0,0
14:08:18.720 -> 0,0
14:08:18.755 -> 0,3
14:08:18.755 -> 0,0
14:08:18.790 -> 0,0
14:08:18.790 -> 0,0
14:08:18.824 -> 0,4
14:08:18.862 -> 0,1
14:08:18.862 -> 0,0
14:08:18.897 -> 0,0
14:08:18.897 -> 0,0
14:08:18.933 -> 0,8
14:08:18.933 -> 0,0
14:08:18.969 -> 0,0
14:08:18.969 -> 0,0
14:08:19.004 -> 0,1
14:08:19.038 -> 0,7
14:08:19.038 -> 0,0
14:08:19.073 -> 0,0
14:08:19.073 -> 0,0
14:08:19.108 -> 0,9
14:08:19.108 -> 0,3
14:08:19.145 -> 0,0
14:08:19.181 -> 0,0
14:08:19.181 -> 0,0
14:08:19.217 -> 0,1
14:08:19.217 -> 0,0
14:08:19.253 -> 0,0
14:08:19.253 -> 0,0
14:08:19.286 -> 0,0
14:08:19.324 -> 0,0
14:08:19.324 -> 0,0
14:08:19.362 -> 0,0
14:08:19.362 -> 0,0
14:08:19.397 -> 0,7
14:08:19.397 -> 0,0
14:08:19.431 -> 0,0
14:08:19.431 -> 0,0
14:08:19.464 -> 0,2
14:08:19.498 -> 0,4
14:08:19.498 -> 0,0
14:08:19.536 -> 0,0
14:08:19.536 -> 0,3
14:08:19.569 -> 0,11
14:08:19.569 -> 0,0
14:08:19.604 -> 0,0
14:08:19.638 -> 0,2
14:08:19.638 -> 0,5
14:08:19.675 -> 0,0
14:08:19.675 -> 0,0
14:08:19.710 -> 0,0
14:08:19.710 -> 0,5
14:08:19.745 -> 0,3
14:08:19.782 -> 0,0
14:08:19.782 -> 0,0
14:08:19.822 -> 0,0
14:08:19.822 -> 0,0
14:08:19.856 -> 0,6
14:08:19.856 -> 0,0
14:08:19.889 -> 0,0
14:08:19.889 -> 0,1
14:08:19.924 -> 0,4
14:08:19.959 -> 0,0
14:08:19.959 -> 0,0
14:08:19.993 -> 0,0
14:08:19.993 -> 0,8
14:08:20.029 -> 0,2
14:08:20.029 -> 0,0
14:08:20.065 -> 0,0
14:08:20.102 -> 0,2
14:08:20.102 -> 0,0
14:08:20.138 -> 0,0
14:08:20.138 -> 0,0
14:08:20.172 -> 0,0
14:08:20.172 -> 0,0
14:08:20.206 -> 0,0
14:08:20.206 -> 0,0
14:08:20.241 -> 0,9
14:08:20.275 -> 0,0
14:08:20.275 -> 0,0
14:08:20.311 -> 0,0
14:08:20.311 -> 0,0
14:08:20.345 -> 0,8
14:08:20.382 -> 0,3
14:08:20.382 -> 0,0
14:08:20.415 -> 0,0
14:08:20.415 -> 0,0
14:08:20.453 -> 0,6
14:08:20.453 -> 0,0
14:08:20.486 -> 0,0
14:08:20.522 -> 0,0
14:08:20.522 -> 0,13
14:08:20.557 -> 0,0
14:08:20.557 -> 0,0
14:08:20.592 -> 0,1
14:08:20.592 -> 0,0
14:08:20.628 -> 0,0
14:08:20.628 -> 0,4
14:08:20.664 -> 0,8
14:08:20.700 -> 0,0
14:08:20.700 -> 0,0
14:08:20.736 -> 0,0
14:08:20.736 -> 0,0
14:08:20.769 -> 0,4
14:08:20.769 -> 0,0
14:08:20.804 -> 0,0
14:08:20.842 -> 0,2
14:08:20.842 -> 0,10
14:08:20.877 -> 0,0
14:08:20.877 -> 0,0
14:08:20.913 -> 0,0
14:08:20.913 -> 0,13
14:08:20.948 -> 0,0
14:08:20.948 -> 0,3
14:08:20.981 -> 0,0
14:08:21.019 -> 0,0
14:08:21.019 -> 0,0
14:08:21.053 -> 0,1
14:08:21.053 -> 0,5
14:08:21.090 -> 0,6
14:08:21.090 -> 0,4
14:08:21.124 -> 0,0
14:08:21.163 -> 0,0
14:08:21.163 -> 0,6
14:08:21.201 -> 0,8
14:08:21.201 -> 0,0
14:08:21.236 -> 0,0
14:08:21.236 -> 0,0
14:08:21.269 -> 0,2
14:08:21.269 -> 0,6
14:08:21.306 -> 0,0
14:08:21.343 -> 0,0
14:08:21.343 -> 0,0
14:08:21.377 -> 0,0
14:08:21.377 -> 0,0
14:08:21.414 -> 0,0
14:08:21.414 -> 0,0
14:08:21.452 -> 0,0
14:08:21.452 -> 0,3
14:08:21.486 -> 0,1
14:08:21.521 -> 0,0
14:08:21.521 -> 0,7
14:08:21.557 -> 0,1
14:08:21.557 -> 0,0
14:08:21.592 -> 0,1
14:08:21.592 -> 0,6
14:08:21.625 -> 0,0
14:08:21.664 -> 0,0
14:08:21.664 -> 0,0
14:08:21.699 -> 0,2
14:08:21.699 -> 0,9
14:08:21.732 -> 0,0
14:08:21.732 -> 0,0
14:08:21.769 -> 0,4
14:08:21.769 -> 0,14
14:08:21.806 -> 0,0
14:08:21.842 -> 0,1
14:08:21.842 -> 0,0
14:08:21.877 -> 0,0
14:08:21.877 -> 0,0
14:08:21.913 -> 0,0
14:08:21.913 -> 0,7
14:08:21.951 -> 0,7
14:08:21.951 -> 0,0
14:08:21.986 -> 0,0
14:08:22.019 -> 0,0
14:08:22.019 -> 0,8
14:08:22.053 -> 0,2
14:08:22.053 -> 0,0
14:08:22.086 -> 0,0
14:08:22.124 -> 0,15
14:08:22.124 -> 0,10
14:08:22.162 -> 0,1
14:08:22.162 -> 0,0
14:08:22.198 -> 0,0
14:08:22.198 -> 0,4
14:08:22.236 -> 0,0
14:08:22.236 -> 0,0
14:08:22.269 -> 0,0
14:08:22.269 -> 0,4
14:08:22.306 -> 0,0
14:08:22.306 -> 0,0
14:08:22.342 -> 0,0
14:08:22.376 -> 0,4
14:08:22.376 -> 0,9
14:08:22.410 -> 0,2
14:08:22.410 -> 0,0
14:08:22.445 -> 0,0
14:08:22.481 -> 0,11
14:08:22.481 -> 0,1
14:08:22.515 -> 0,6
14:08:22.515 -> 0,4
14:08:22.550 -> 0,0
14:08:22.550 -> 0,0
14:08:22.586 -> 0,5
14:08:22.586 -> 0,5
14:08:22.621 -> 0,0
14:08:22.655 -> -10,0
14:08:22.655 -> -45,1
14:08:22.689 -> -84,0
14:08:22.689 -> -122,0
14:08:22.726 -> -161,0
14:08:22.764 -> -198,0
14:08:22.764 -> -237,18
14:08:22.801 -> -274,0
14:08:22.801 -> -313,0
14:08:22.836 -> -350,0
14:08:22.836 -> -389,6
14:08:22.875 -> -426,0
14:08:22.875 -> -465,0
14:08:22.910 -> -502,0
14:08:22.910 -> -542,2
14:08:22.947 -> -579,0
14:08:22.981 -> -618,0
14:08:22.981 -> -657,0
14:08:23.014 -> -694,0
14:08:23.014 -> -733,0
14:08:23.048 -> -770,0
14:08:23.082 -> -809,0
14:08:23.082 -> -846,0
14:08:23.119 -> -885,11
14:08:23.119 -> -922,0
14:08:23.155 -> -961,0
14:08:23.155 -> -998,0
14:08:23.189 -> -1038,34
14:08:23.223 -> -1075,0
14:08:23.223 -> -1114,0
14:08:23.257 -> -1151,0
14:08:23.257 -> -1190,0
14:08:23.293 -> -1229,0
14:08:23.293 -> -1266,0
14:08:23.328 -> -1305,0
14:08:23.363 -> -1342,0
14:08:23.363 -> -1381,4
14:08:23.396 -> -1418,0
14:08:23.396 -> -1457,24
14:08:23.436 -> -1494,0
14:08:23.436 -> -1533,0
14:08:23.474 -> -1570,0
14:08:23.474 -> -1609,0
14:08:23.508 -> -1646,0
14:08:23.544 -> -1685,0
14:08:23.544 -> -1722,0
14:08:23.581 -> -1761,0
14:08:23.581 -> -1798,0
14:08:23.615 -> -1837,0
14:08:23.615 -> -1876,0
14:08:23.652 -> -1913,0
14:08:23.652 -> -1952,0
14:08:23.689 -> -1989,7
14:08:23.725 -> -2020,0
14:08:23.725 -> -2020,0
14:08:23.761 -> -2020,3
14:08:23.761 -> -2020,0
14:08:23.797 -> -2020,17
14:08:23.797 -> -2020,12
14:08:23.835 -> -2020,0
14:08:23.835 -> -2020,4
14:08:23.869 -> -2020,0
14:08:23.903 -> -2020,0
14:08:23.903 -> -2020,0
14:08:23.940 -> -2020,0
14:08:23.940 -> -2020,5
14:08:23.976 -> -2020,0
14:08:23.976 -> -2020,0
14:08:24.012 -> -2020,0
14:08:24.012 -> -2020,10
14:08:24.047 -> -2020,1
14:08:24.081 -> -2020,0
14:08:24.081 -> -2020,7
14:08:24.114 -> -2020,0
14:08:24.114 -> -2020,0
14:08:24.148 -> -2020,0
14:08:24.186 -> -2020,0
14:08:24.186 -> -2020,0
14:08:24.224 -> -2020,0
14:08:24.224 -> -2020,0
14:08:24.258 -> -2020,6
14:08:24.258 -> -2020,0
14:08:24.293 -> -2020,0
14:08:24.293 -> -2020,5
14:08:24.329 -> -2020,0
14:08:24.364 -> -2020,0
14:08:24.364 -> -2020,2
14:08:24.401 -> -2020,0
14:08:24.401 -> -2020,0
14:08:24.436 -> -2020,0
14:08:24.436 -> -2044,0
14:08:24.471 -> -2083,53
14:08:24.471 -> -2120,0
14:08:24.506 -> -2159,0
14:08:24.542 -> -2196,0
14:08:24.542 -> -2235,62
14:08:24.578 -> -2274,6
14:08:24.578 -> -2311,0
14:08:24.614 -> -2350,0
14:08:24.614 -> -2387,19
14:08:24.649 -> -2426,0
14:08:24.686 -> -2463,8
14:08:24.686 -> -2502,0
14:08:24.719 -> -2539,2
14:08:24.719 -> -2578,0
14:08:24.752 -> -2615,11
14:08:24.752 -> -2654,0
14:08:24.786 -> -2691,18
14:08:24.823 -> -2730,0
14:08:24.823 -> -2767,0
14:08:24.857 -> -2806,0
14:08:24.857 -> -2843,4
14:08:24.892 -> -2882,0
14:08:24.892 -> -2921,0
14:08:24.927 -> -2958,0
14:08:24.964 -> -2997,0
14:08:24.964 -> -3034,0
14:08:25.003 -> -3073,0
14:08:25.003 -> -3110,27
14:08:25.037 -> -3149,0
14:08:25.037 -> -3186,3
14:08:25.075 -> -3225,0
14:08:25.075 -> -3262,0
14:08:25.111 -> -3301,0
14:08:25.111 -> -3338,0
14:08:25.145 -> -3377,7
14:08:25.179 -> -3414,0
14:08:25.179 -> -3453,0
14:08:25.214 -> -3492,0
14:08:25.214 -> -3529,0
14:08:25.249 -> -3568,0
14:08:25.288 -> -3605,3
14:08:25.288 -> -3644,0
14:08:25.325 -> -3681,0
14:08:25.325 -> -3720,0
14:08:25.359 -> -3757,0
14:08:25.359 -> -3796,0
14:08:25.396 -> -3833,0
14:08:25.396 -> -3872,0
14:08:25.429 -> -3909,7
14:08:25.463 -> -3948,0
14:08:25.463 -> -3985,0
14:08:25.501 -> -4024,0
14:08:25.501 -> -4061,0
14:08:25.536 -> -4100,0
14:08:25.536 -> -4139,0
14:08:25.569 -> -4176,0
14:08:25.608 -> -4215,0
14:08:25.608 -> -4252,0
14:08:25.643 -> -4291,0
14:08:25.643 -> -4328,0
14:08:25.677 -> -4367,8
14:08:25.677 -> -4404,0
14:08:25.713 -> -4443,0
14:08:25.713 -> -4480,0
14:08:25.747 -> -4519,0
14:08:25.781 -> -4556,0
14:08:25.781 -> -4595,0
14:08:25.816 -> -4632,0
14:08:25.816 -> -4671,0
14:08:25.852 -> -4710,0
14:08:25.852 -> -4747,0
14:08:25.886 -> -4786,0
14:08:25.924 -> -4823,0
14:08:25.924 -> -4862,0
14:08:25.959 -> -4899,0
14:08:25.959 -> -4938,0
14:08:25.997 -> -4975,0
14:08:25.997 -> -5014,10
14:08:26.031 -> -5051,0
14:08:26.031 -> -5090,0
14:08:26.069 -> -5127,0
14:08:26.104 -> -5166,0
14:08:26.104 -> -5203,0
14:08:26.141 -> -5242,0
14:08:26.141 -> -5279,44
14:08:26.177 -> -5318,0
14:08:26.177 -> -5357,0
14:08:26.214 -> -5394,0
14:08:26.214 -> -5433,0
14:08:26.248 -> -5470,0
14:08:26.286 -> -5509,21
14:08:26.286 -> -5546,0
14:08:26.323 -> -5585,0
14:08:26.323 -> -5622,0
14:08:26.360 -> -5661,0
14:08:26.360 -> -5698,0
14:08:26.394 -> -5737,0
14:08:26.394 -> -5774,0
14:08:26.429 -> -5813,0
14:08:26.468 -> -5850,0
14:08:26.468 -> -5889,0
14:08:26.502 -> -5928,0
14:08:26.502 -> -5965,0
14:08:26.536 -> -6004,0
14:08:26.536 -> -6041,0
14:08:26.569 -> -6080,0
14:08:26.605 -> -6117,0
14:08:26.605 -> -6156,0
14:08:26.639 -> -6193,0
14:08:26.639 -> -6232,0
14:08:26.672 -> -6269,0
14:08:26.672 -> -6308,0
14:08:26.706 -> -6345,0
14:08:26.743 -> -6384,0
14:08:26.743 -> -6421,0
14:08:26.777 -> -6460,0
14:08:26.777 -> -6497,0
14:08:26.811 -> -6536,0
14:08:26.811 -> -6575,0
14:08:26.845 -> -6612,0
14:08:26.880 -> -6651,0
14:08:26.880 -> -6688,15
14:08:26.914 -> -6727,0
14:08:26.914 -> -6764,0
14:08:26.947 -> -6803,0
14:08:26.980 -> -6840,0
14:08:26.980 -> -6879,30
14:08:27.014 -> -6916,0
14:08:27.014 -> -6955,17
14:08:27.053 -> -6992,0
14:08:27.053 -> -7031,0
14:08:27.086 -> -7068,0
14:08:27.123 -> -7107,0
14:08:27.123 -> -7146,0
14:08:27.157 -> -7183,0
14:08:27.157 -> -7222,0
14:08:27.191 -> -7259,2
14:08:27.227 -> -7298,25
14:08:27.227 -> -7335,0
14:08:27.260 -> -7374,0
14:08:27.260 -> -7411,10
14:08:27.295 -> -7450,0
14:08:27.295 -> -7487,0
14:08:27.330 -> -7526,0
14:08:27.330 -> -7563,3
14:08:27.368 -> -7602,0
14:08:27.402 -> -7639,0
14:08:27.402 -> -7678,0
14:08:27.436 -> -7715,0
14:08:27.436 -> -7754,0
14:08:27.469 -> -7793,3
14:08:27.502 -> -7830,0
14:08:27.502 -> -7869,0
14:08:27.536 -> -7906,0
14:08:27.536 -> -7945,0
14:08:27.569 -> -7982,0
14:08:27.602 -> -8021,0
14:08:27.602 -> -8058,21
14:08:27.637 -> -8097,0
14:08:27.637 -> -8134,0
14:08:27.670 -> -8173,0
14:08:27.670 -> -8210,0
14:08:27.705 -> -8249,0
14:08:27.739 -> -8250,0
14:08:27.739 -> -8250,1
14:08:27.772 -> -8250,4
14:08:27.772 -> -8250,4
14:08:27.808 -> -8250,2
14:08:27.845 -> -8250,0
14:08:27.845 -> -8250,0
14:08:27.880 -> -8250,0
14:08:27.880 -> -8250,4
14:08:27.916 -> -8250,4
14:08:27.916 -> -8250,0
14:08:27.952 -> -8250,0
14:08:27.952 -> -8250,0
14:08:27.987 -> -8250,7
14:08:28.022 -> -8250,0
14:08:28.022 -> -8250,1
14:08:28.056 -> -8250,0
14:08:28.056 -> -8250,9
14:08:28.090 -> -8250,0
14:08:28.090 -> -8250,2
14:08:28.127 -> -8250,4
14:08:28.163 -> -8250,0
14:08:28.163 -> -8250,11
14:08:28.201 -> -8250,8
14:08:28.201 -> -8250,4
14:08:28.235 -> -8250,0
14:08:28.235 -> -8250,2
14:08:28.269 -> -8250,0
14:08:28.269 -> -8250,9
14:08:28.302 -> -8250,5
14:08:28.336 -> -8250,5
14:08:28.336 -> -8250,0
14:08:28.372 -> -8250,0
14:08:28.372 -> -8250,1
14:08:28.409 -> -8250,0
14:08:28.443 -> -8250,3
14:08:28.443 -> -8250,0
14:08:28.480 -> -8250,0
14:08:28.480 -> -8250,0
14:08:28.514 -> -8250,0
14:08:28.514 -> -8250,12
14:08:28.547 -> -8250,0
14:08:28.585 -> -8250,3
14:08:28.585 -> -8250,5
14:08:28.619 -> -8250,2
14:08:28.619 -> -8250,7
14:08:28.652 -> -8250,0
14:08:28.652 -> -8250,0
14:08:28.685 -> -8250,5
14:08:28.719 -> -8250,0
14:08:28.719 -> -8250,9
14:08:28.752 -> -8250,1
14:08:28.752 -> -8250,8
14:08:28.786 -> -8250,0
14:08:28.819 -> -8250,4
14:08:28.819 -> -8250,5
14:08:28.852 -> -8250,0
14:08:28.852 -> -8250,10
14:08:28.886 -> -8250,0
14:08:28.923 -> -8250,0
14:08:28.923 -> -8250,0
14:08:28.959 -> -8250,0
14:08:28.959 -> -8250,4
14:08:28.995 -> -8250,0
14:08:28.995 -> -8250,0
14:08:29.030 -> -8250,0
14:08:29.065 -> -8250,12
14:08:29.065 -> -8250,0
14:08:29.102 -> -8250,0
14:08:29.102 -> -8250,0
14:08:29.135 -> -8250,3
14:08:29.135 -> -8250,0
14:08:29.172 -> -8250,4
14:08:29.172 -> -8250,0
14:08:29.206 -> -8250,2
14:08:29.242 -> -8250,4
14:08:29.242 -> -8250,0
14:08:29.276 -> -8250,0
14:08:29.276 -> -8250,0
14:08:29.313 -> -8250,0
14:08:29.313 -> -8250,12
14:08:29.352 -> -8250,0
14:08:29.352 -> -8250,0
14:08:29.388 -> -8250,2
14:08:29.424 -> -8250,5
14:08:29.424 -> -8250,8
14:08:29.460 -> -8250,0
14:08:29.460 -> -8250,0
14:08:29.494 -> -8250,0
14:08:29.494 -> -8250,213
14:08:29.529 -> -8250,212
14:08:29.564 -> -8250,212
14:08:29.564 -> -8250,212
14:08:29.602 -> -8250,212
14:08:29.602 -> -8250,212
14:08:29.636 -> -8250,212
14:08:29.636 -> -8250,211
14:08:29.669 -> -8250,211
14:08:29.706 -> -8250,211
14:08:29.706 -> -8250,210
14:08:29.742 -> -8250,211
14:08:29.742 -> -8250,211
14:08:29.778 -> -8250,211
14:08:29.778 -> -8250,211
14:08:29.812 -> -8250,210
14:08:29.812 -> -8250,210
14:08:29.846 -> -8250,211
14:08:29.884 -> -8250,211
14:08:29.884 -> -8250,210
14:08:29.918 -> -8250,210
14:08:29.918 -> -8250,210
14:08:29.952 -> -8250,210
14:08:29.952 -> -8250,210
14:08:29.985 -> -8250,209
14:08:30.020 -> -8250,210
14:08:30.020 -> -8250,210
14:08:30.057 -> -8250,209
14:08:30.057 -> -8250,210
14:08:30.093 -> -8250,209
14:08:30.093 -> -8250,209
14:08:30.128 -> -8250,209
14:08:30.163 -> -8250,209
14:08:30.163 -> -8250,210
14:08:30.202 -> -8250,208
14:08:30.202 -> -8250,208
14:08:30.235 -> -8250,209
14:08:30.235 -> -8250,208
14:08:30.269 -> -8250,207
14:08:30.302 -> -8250,208
14:08:30.302 -> -8250,208
14:08:30.339 -> -8250,208
14:08:30.339 -> -8250,208
14:08:30.372 -> -8250,208
14:08:30.372 -> -8250,207
14:08:30.407 -> -8250,207
14:08:30.443 -> -8250,207
14:08:30.443 -> -8250,208
14:08:30.476 -> -8250,206
14:08:30.476 -> -8250,207
14:08:30.513 -> -8250,206
14:08:30.513 -> -8250,208
14:08:30.552 -> -8250,206
14:08:30.552 -> -8250,206
14:08:30.585 -> -8250,206
14:08:30.619 -> -8250,206
14:08:30.619 -> -8250,206
14:08:30.652 -> -8250,207
14:08:30.652 -> -8250,206
14:08:30.685 -> -8250,205
14:08:30.719 -> -8250,206
14:08:30.719 -> -8250,207
14:08:30.752 -> -8250,206
14:08:30.752 -> -8250,205
14:08:30.785 -> -8250,205
14:08:30.819 -> -8250,205
14:08:30.819 -> -8250,206
14:08:30.852 -> -8250,206
14:08:30.852 -> -8250,204
14:08:30.885 -> -8250,204
14:08:30.922 -> -8250,205
14:08:30.922 -> -8250,205
14:08:30.959 -> -8250,205
14:08:30.959 -> -8250,204
14:08:30.995 -> -8250,205
14:08:30.995 -> -8250,205
14:08:31.034 -> -8250,205
14:08:31.034 -> -8250,204
14:08:31.069 -> -8250,204
14:08:31.102 -> -8250,204
14:08:31.102 -> -8250,203
14:08:31.135 -> -8250,203
14:08:31.135 -> -8250,204
14:08:31.169 -> -8250,204
14:08:31.202 -> -8250,203
14:08:31.202 -> -8250,203
14:08:31.238 -> -8250,203
14:08:31.238 -> -8250,204
