time,altitude,pressure,temperature,in-flight,ejection fired,backup fire,accel (x),accel (y),accel (z),rot.spd.xyz,,,,Acceleration
9611,668,28001,27,0,0,0,-0.15,9.78,-0.7,-1.37,-1.82,-1.56,539,9.806166427
9690,669,28004,27,0,0,0,-0.39,9.82,-0.5,-1,1.28,-1.73,540,9.840452225
9856,669,28012,27,0,0,0,-0.4,9.82,-0.26,-1.03,2.85,-0.87,541,9.831581765
9936,669,28008,27,0,0,0,-0.27,9.69,-0.12,-1.19,0.25,-1.96,542,9.694503597
10014,669,28008,27,0,0,0,-0.38,9.83,-0.15,-1.31,-0.45,-1.53,543,9.838485656
10092,669,28009,27,0,0,0,-0.4,9.69,0.17,-0.89,0.74,-1.15,544,9.699742265
10174,669,27999,27,0,0,0,-0.22,9.79,-0.15,-0.82,0.69,-1.08,545,9.793620372
10252,669,27999,27,0,0,0,-0.37,9.8,-0.2,-1.39,0.4,-1.58,546,9.809021358
10331,668,28011,27,0,0,0,-0.53,9.75,-0.01,-1.66,0.52,-1.31,547,9.764399623
10408,669,28003,27,0,0,0,-0.27,9.83,0,-0.09,2.31,-0.86,548,9.833707338
10486,669,28004,27,0,0,0,-0.26,9.81,-0.36,-0.49,0.5,-0.9,549,9.820045825
10565,669,28009,27,0,0,0,-0.06,9.82,-0.64,-1.22,0.07,-1.58,550,9.841016208
10643,669,27998,27,0,0,0,-0.53,9.84,-0.36,-1.01,-1.31,-0.97,551,9.860836678
10721,669,28011,27,0,0,0,-0.08,9.85,-0.22,-0.47,0.91,-1.01,552,9.852781333
10888,669,28006,27,0,0,0,-0.56,9.74,-0.16,-0.98,-1.59,-1.49,553,9.757397194
10981,669,28011,27,0,0,0,-0.29,9.75,-0.3,-0.12,-2.16,-0.97,554,9.758924121
11059,669,27999,27,0,0,0,-0.02,9.86,-0.61,-0.64,-1.22,-1.18,555,9.878871393
11137,669,28007,27,0,0,0,-0.17,9.71,-0.26,-0.94,0.99,-1.55,556,9.714967833
11215,668,28011,27,0,0,0,-0.24,9.75,-0.22,-1,1.69,-1.4,557,9.755434383
11293,668,28009,27,0,0,0,-0.28,9.9,-0.31,-0.79,0.35,-1.31,558,9.908809212
11371,668,28007,27,0,0,0,-0.06,9.68,-0.25,-1.02,0.5,-1.6,559,9.683413654
11450,669,28002,27,0,0,0,-0.21,9.81,-0.17,-1.12,-0.84,-1.24,560,9.813719988
11528,669,28005,27,0,0,0,-0.55,9.79,-0.38,-1.22,-1.8,-1.38,561,9.812797766
11611,668,28006,27,0,0,0,-0.45,9.75,-0.05,-0.66,-3.18,-1.53,562,9.760507159
11688,668,28009,27,0,0,0,-0.16,9.74,-0.28,-1.41,-1.02,-1.62,563,9.745337347
11766,669,28014,27,0,0,0,-0.36,9.72,-0.34,-2.02,-1.17,-2.11,564,9.732604996
11933,668,28003,27,0,0,0,-0.46,9.71,-0.18,-0.76,-0.83,-1.03,565,9.722556248
12013,668,28014,27,0,0,0,-0.47,9.67,-0.09,-1.95,-1.69,-1.8,566,9.681833504
12092,668,28007,27,0,0,0,-0.49,9.69,-0.08,-0.89,0.4,-1.06,567,9.702710961
12170,668,28011,27,0,0,0,-0.08,9.86,-0.17,-1.42,-1.19,-1.51,568,9.861789898
12248,669,28015,27,0,0,0,-0.21,9.82,-0.22,-0.21,-1.88,-1.49,569,9.824708647
12326,669,28005,27,0,0,0,-0.32,9.79,-0.07,-1.48,-0.77,-1.44,570,9.795478549
12407,668,28002,27,0,0,0,-0.13,9.85,-0.23,-0.93,-1.96,-1.21,571,9.85354251
12486,669,28010,27,0,0,0,-0.01,9.71,-0.39,-0.94,-3.21,-1.52,572,9.717834121
12564,669,28006,27,0,0,0,-0.73,9.87,0.02,-1.68,-4.33,-1.83,573,9.896979337
12642,669,28005,27,0,0,0,-0.56,9.72,-0.05,-0.24,-3.33,-1.3,574,9.73624671
12721,668,28008,27,0,0,0,-0.36,9.73,-0.1,-0.53,-1.6,-1.06,575,9.737171047
12798,668,28009,27,0,0,0,-0.28,9.74,-0.06,-1.14,-1.56,-0.95,576,9.744208536
12964,668,28012,27,0,0,0,-0.35,9.77,-0.02,-0.8,-1.98,-0.9,577,9.776287639
13045,668,28011,27,0,0,0,-0.11,9.81,-0.3,-0.83,-1.13,-1.22,578,9.815202494
13127,668,28008,27,0,0,0,-0.48,9.76,-0.16,-0.85,-0.36,-1.31,579,9.773105955
13205,668,28007,27,0,0,0,-0.38,9.74,-0.25,-0.53,-0.28,-0.95,580,9.750615365
13283,669,28009,27,0,0,0,-0.28,9.85,-0.31,-1.25,-0.77,-1.5,581,9.858853889
13362,669,28013,27,0,0,0,-0.35,9.75,-0.41,-1.76,-0.81,-1.67,582,9.764891192
13440,668,28017,27,0,0,0,-0.16,9.8,-0.27,-1.49,-3.32,-1.87,583,9.805024222
13517,668,28019,27,0,0,0,-0.24,9.74,-0.11,-0.08,-4,-1.2,584,9.743577372
13596,668,28012,27,0,0,0,-0.34,9.81,-0.28,-0.07,-2.5,-0.81,585,9.819882891
13674,669,28010,27,0,0,0,-0.17,9.79,-0.46,-1.05,-1.79,-1.2,586,9.802275246
13753,668,28009,27,0,0,0,-0.51,9.76,-0.2,-1.45,-1.36,-1.77,587,9.775361886
13834,669,28014,27,0,0,0,-0.26,9.79,-0.25,-0.56,-1.65,-1.11,588,9.796642282
14000,668,28011,27,0,0,0,-0.25,9.76,-0.19,-1.96,-0.02,-1.73,589,9.765049923
14081,667,28016,27,0,0,0,-0.2,9.81,-0.3,-0.67,-0.22,-1.35,590,9.816623656
14158,667,28021,27,0,0,0,-0.2,9.81,-0.4,-1.22,-0.51,-1.51,591,9.820188389
14237,667,28022,27,0,0,0,-0.48,9.8,-0.22,-1.08,-0.71,-1.4,592,9.814214181
14315,667,28018,27,0,0,0,-0.27,9.76,-0.26,-0.86,-1.53,-1.24,593,9.767195094
14393,667,28020,27,0,0,0,-0.2,9.8,-0.3,-0.5,-1.34,-1.15,594,9.80663041
14472,667,28025,27,0,0,0,-0.14,9.83,-0.35,-0.85,-1.82,-1.37,595,9.837225219
14553,667,28021,27,0,0,0,-0.29,9.78,-0.1,-0.99,-1.46,-1.18,596,9.784809656
14631,667,28026,27,0,0,0,-0.22,9.79,-0.14,-0.85,-0.9,-1.09,597,9.793472316
14709,667,28022,27,0,0,0,-0.22,9.75,-0.23,-0.81,-0.51,-1.24,598,9.755193489
14787,667,28014,27,0,0,0,-0.19,9.78,-0.38,-0.91,-1.69,-1.99,599,9.789223667
14866,667,28008,27,0,0,0,-0.16,9.74,0.12,-0.64,1.34,-1.18,600,9.742053172
15032,668,28015,27,0,0,0,-0.56,9.87,-0.07,-1.21,-0.1,-1.47,601,9.886121585
15113,668,28011,27,0,0,0,-0.33,9.73,-0.23,-1.38,-1.08,-1.99,602,9.738310942
15191,668,28014,27,0,0,0,-0.57,9.75,-0.15,-0.54,0.21,-1.14,603,9.767799138
15272,668,28009,27,0,0,0,-0.14,9.83,-0.43,-1.15,-0.6,-1.69,604,9.840396333
15350,668,28016,27,0,0,0,-0.27,9.74,-0.25,-0.88,-2.03,-1.46,605,9.74694824
15428,669,28004,27,0,0,0,-0.58,9.78,-0.02,-0.5,-1.83,-0.78,606,9.797203683
15507,669,28013,27,0,0,0,-0.11,9.73,-0.15,0.27,-0.79,-0.53,607,9.731777844
15585,668,28010,27,0,0,0,-0.17,9.79,-0.31,-0.5,-0.58,-1.06,608,9.796381985
15664,668,28023,27,0,0,0,-0.43,9.78,0,-1.47,-1.73,-1.87,609,9.789448401
15741,668,28013,27,0,0,0,-0.25,9.75,0.05,-0.44,-0.11,-0.79,610,9.753332764
15819,668,28020,27,0,0,0,-0.13,9.78,-0.47,-0.96,0.75,-0.89,611,9.792149917
15898,668,28019,27,0,0,0,-0.3,9.77,-0.32,-1.72,0.66,-2.03,612,9.779841512
16067,668,28015,27,0,0,0,-0.49,9.77,-0.08,-1.16,0.42,-1.08,613,9.782607014
16148,667,28018,27,0,0,0,-0.49,9.79,-0.32,-1.18,0.25,-1.58,614,9.80747674
16226,667,28018,27,0,0,0,-0.24,9.74,-0.4,-1.89,-2.09,-2.4,615,9.751164033
16305,668,28014,27,0,0,0,-0.56,9.69,0.11,-1.32,-1.71,-1.4,616,9.706791437
